Mix-ID,Mix Constitutents | Binder | Cement Amount (kg/m³),Mix Constitutents | Binder | Cement type,Mix Constitutents | Binder | Cement Grade (Mpa),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Silica Fume (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Flayash Amount (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Fly Ash Type,Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Limestone Powder (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Quartzpowder (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Glass powder (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Rice husk ash (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Metakaolin (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | GGBFS (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Slag Amount (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Type of Slag,Mix Constitutents | Nano Particles | Nano-CaCO3 (kg/m3),Mix Constitutents | Nano Particles | Nano-Al2O3 (kg/m3),Mix Constitutents | Nano Particles | Nano-TiO2 (kg/m3),Mix Constitutents | Nano Particles | Nano Silica (kg/m3),Mix Constitutents | Sustainable Filler | Filler (kg/m³),Mix Constitutents | Sustainable Filler | Type of Filler,Mix Constitutents | Sand | Amount (kg/m³),Mix Constitutents | Sand | Sand Type,Mix Constitutents | Sand | Max Size (mm),Mix Constitutents | Fiber | Type of Fiber,Mix Constitutents | Fiber | Amount / Quantity of Fiber,Mix Constitutents | Fiber | Length (mm),Mix Constitutents | Fiber | Diameter (mm),Mix Constitutents | Fiber | Tensile Strength (MPa),"Mix Constitutents | Fiber | Nominal Young’s modulus, Gpa",Mix Constitutents | Synergetic Fiber | Type of Fiber,Mix Constitutents | Synergetic Fiber | Amount / Quantity of Fiber,Mix Constitutents | Synergetic Fiber | Length (mm),Mix Constitutents | Synergetic Fiber | Diameter (mm),Mix Constitutents | Synergetic Fiber | Tensile Strength (MPa),"Mix Constitutents | Synergetic Fiber | Nominal Young’s modulus, Gpa",Mix Constitutents | Water | Amount (kg/m³),Mix Constitutents | Superplasticizer | Type of Superplasticizer,Mix Constitutents | Superplasticizer | Amount (kg/m³),Curing Regime | Curing,Curing Regime | Temperature (o C),Curing Regime | Humidity (%),Curing Regime | Pressure (MPa),Workability | Testing Standard,Workability | Slump (mm),Workability | Slump Flow (mm),Mechanical Properties | Compressive Strength (Mpa) | Specimen,Mechanical Properties | Compressive Strength (Mpa) | Testing Standard,Mechanical Properties | Compressive Strength (Mpa) | 1-day,Mechanical Properties | Compressive Strength (Mpa) | 3-Day,Mechanical Properties | Compressive Strength (Mpa) | 7-Day,Mechanical Properties | Compressive Strength (Mpa) | 14-Day,Mechanical Properties | Compressive Strength (Mpa) | 21 days,Mechanical Properties | Compressive Strength (Mpa) | 28-Day,Mechanical Properties | Compressive Strength (Mpa) | 56-Day,Mechanical Properties | Compressive Strength (Mpa) | 90-Day,Mechanical Properties | Elastic Modulus | Testing Standard,Mechanical Properties | Elastic Modulus | Elastic Modulus (Gpa),Mechanical Properties | Tensile Strength Parameters | Testing Standards,Mechanical Properties | Tensile Strength Parameters | Split Tensile Strength (Mpa),Mechanical Properties | Tensile Strength Parameters | first-cracking strength (MPa),Mechanical Properties | Tensile Strength Parameters | Direct Tensile Strength (Mpa),Mechanical Properties | Tensile Strength Parameters | Peak tensile strain (%),Mechanical Properties | Tensile Strength Parameters | Tensile Elastic Modulus (GPa),Mechanical Properties | Tensile Strength Parameters | Strain capacity (%),Mechanical Properties | Flexural Strength Parameters | Specimens,Mechanical Properties | Flexural Strength Parameters | Testing Standard,Mechanical Properties | Flexural Strength Parameters | LOP (Mpa),Mechanical Properties | Flexural Strength Parameters | MOR (MPa),Mechanical Properties | Flexural Strength Parameters | Peak Strength (MPa),Mechanical Properties | Flexural Strength Parameters | Residual Strength (f600) (MPa),Mechanical Properties | Flexural Strength Parameters | Residual Strength (f150) (MPa),Mechanical Properties | Flexural Strength Parameters | Toughness (J),Durability Properities | Air Content/Air Void/ Porosity | Testing Standards,Durability Properities | Air Content/Air Void/ Porosity | Air Content %,Durability Properities | Air Content/Air Void/ Porosity | Air Void %,Durability Properities | Air Content/Air Void/ Porosity | Porosity,Durability Properities | Water absorption | Testing Standards,Durability Properities | Water absorption | Water absorption (%),Durability Properities | Shrinkage (µϵ) | Testing Standards,Durability Properities | Shrinkage (µϵ) | 28-day Shrinkage (µstrain),Durability Properities | Shrinkage (µϵ) | 56-day Shrinkage (µstrain),Durability Properities | Freezing and Thawing | Testing Standards,Durability Properities | Freezing and Thawing | Cycles,Durability Properities | Rapid Chloride Permeability Test | Testing Standards,Durability Properities | Rapid Chloride Permeability Test | Total Charge Passed (Coulombs),Durability Properities | Surface Resistivity | Testing Standards,Durability Properities | Surface Resistivity | Surface Resistivity (kΩ-mm),Research Paper Details | Country of Origin,Research Paper Details | Reference details/Data sources,Research Paper Details | Year of Publish,Research Paper Details | Research paper reference in dataset
SF15,881.2095032397407,OPC 52.5,52.5,155.50755939524836,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1140.388768898488,Locally available sand,0.63,,,,,,,,,,,,,186.60907127429803, polycarboxylate based superpasticizer (SP) ,36.28509719222462,Standard Curing ,20.0,,,,,,40 x 40 x 160,GB/T 17671-1999,,,80,,,113.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F10,777.5377969762418,OPC 52.5,52.5,155.50755939524836,103.67170626349892,Class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1140.388768898488,Locally available sand,0.63,,,,,,,,,,,,,186.60907127429803, polycarboxylate based superpasticizer (SP) ,36.28509719222462,Standard Curing ,20.0,,,,,,40 x 40 x 160,GB/T 17671-1999,,,73,,,97.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F15,725.7019438444923,OPC 52.5,52.5,155.50755939524836,155.50755939524836,Class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1140.388768898488,Locally available sand,0.63,,,,,,,,,,,,,186.60907127429803, polycarboxylate based superpasticizer (SP) ,36.28509719222462,Standard Curing ,20.0,,,,,,40 x 40 x 160,GB/T 17671-1999,,,67,,,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F20,673.8660907127429,OPC 52.5,52.5,155.50755939524836,207.34341252699784,Class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1140.388768898488,Locally available sand,0.63,,,,,,,,,,,,,186.60907127429803, polycarboxylate based superpasticizer (SP) ,36.28509719222462,Standard Curing ,20.0,,,,,,40 x 40 x 160,GB/T 17671-1999,,,64,,,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F30,570.194384449244,OPC 52.5,52.5,155.50755939524836,311.01511879049673,Class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1140.388768898488,Locally available sand,0.63,,,,,,,,,,,,,186.60907127429803, polycarboxylate based superpasticizer (SP) ,36.28509719222462,Standard Curing ,20.0,,,,,,40 x 40 x 160,GB/T 17671-1999,,,62,,,85.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F40,466.52267818574506,OPC 52.5,52.5,155.50755939524836,414.6868250539957,Class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1140.388768898488,Locally available sand,0.63,,,,,,,,,,,,,186.60907127429803, polycarboxylate based superpasticizer (SP) ,36.28509719222462,Standard Curing ,20.0,,,,,,40 x 40 x 160,GB/T 17671-1999,,,55,,,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS10,777.5377969762418,OPC 52.5,52.5,155.50755939524836,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,103.67170626349892,Steel Slag ,0.0,0.0,0.0,0.0,0.0,,1140.388768898488,Locally available sand,0.63,,,,,,,,,,,,,186.60907127429803, polycarboxylate based superpasticizer (SP) ,36.28509719222462,Standard Curing ,20.0,,,,,,40 x 40 x 160,GB/T 17671-1999,,,73,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS15,725.7019438444923,OPC 52.5,52.5,155.50755939524836,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,155.50755939524836,Steel Slag ,0.0,0.0,0.0,0.0,0.0,,1140.388768898488,Locally available sand,0.63,,,,,,,,,,,,,186.60907127429803, polycarboxylate based superpasticizer (SP) ,36.28509719222462,Standard Curing ,20.0,,,,,,40 x 40 x 160,GB/T 17671-1999,,,69,,,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS20,673.8660907127429,OPC 52.5,52.5,155.50755939524836,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,207.34341252699784,Steel Slag ,0.0,0.0,0.0,0.0,0.0,,1140.388768898488,Locally available sand,0.63,,,,,,,,,,,,,186.60907127429803, polycarboxylate based superpasticizer (SP) ,36.28509719222462,Standard Curing ,20.0,,,,,,40 x 40 x 160,GB/T 17671-1999,,,67,,,90.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS30,570.194384449244,OPC 52.5,52.5,155.50755939524836,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,311.01511879049673,Steel Slag ,0.0,0.0,0.0,0.0,0.0,,1140.388768898488,Locally available sand,0.63,,,,,,,,,,,,,186.60907127429803, polycarboxylate based superpasticizer (SP) ,36.28509719222462,Standard Curing ,20.0,,,,,,40 x 40 x 160,GB/T 17671-1999,,,73,,,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS40,466.52267818574506,OPC 52.5,52.5,155.50755939524836,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,414.6868250539957,Steel Slag ,0.0,0.0,0.0,0.0,0.0,,1140.388768898488,Locally available sand,0.63,,,,,,,,,,,,,186.60907127429803, polycarboxylate based superpasticizer (SP) ,36.28509719222462,Standard Curing ,20.0,,,,,,40 x 40 x 160,GB/T 17671-1999,,,62,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF15,881.2095032397407,OPC 52.5,52.5,155.50755939524836,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1140.388768898488,Locally available sand,0.63,,,,,,,,,,,,,186.60907127429803, polycarboxylate based superpasticizer (SP) ,36.28509719222462,Standard Curing ,20.0,,,,,,40 x 40 x 160,GB/T 17671-1999,,,80,,,113.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F05S05,777.5377969762418,OPC 52.5,52.5,155.50755939524836,51.83585313174946,Class F,0.0,0.0,0.0,0.0,0.0,0.0,51.83585313174946,Steel Slag ,0.0,0.0,0.0,0.0,0.0,,1140.388768898488,Locally available sand,0.63,,,,,,,,,,,,,186.60907127429803, polycarboxylate based superpasticizer (SP) ,36.28509719222462,Standard Curing ,20.0,,,,,,40 x 40 x 160,GB/T 17671-1999,,,75,,,102.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F10S10,673.8660907127429,OPC 52.5,52.5,155.50755939524836,103.67170626349892,Class F,0.0,0.0,0.0,0.0,0.0,0.0,103.67170626349892,Steel Slag ,0.0,0.0,0.0,0.0,0.0,,1140.388768898488,Locally available sand,0.63,,,,,,,,,,,,,186.60907127429803, polycarboxylate based superpasticizer (SP) ,36.28509719222462,Standard Curing ,20.0,,,,,,40 x 40 x 160,GB/T 17671-1999,,,70,,,100.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F15S15,570.194384449244,OPC 52.5,52.5,155.50755939524836,155.50755939524836,Class F,0.0,0.0,0.0,0.0,0.0,0.0,155.50755939524836,Steel Slag ,0.0,0.0,0.0,0.0,0.0,,1140.388768898488,Locally available sand,0.63,,,,,,,,,,,,,186.60907127429803, polycarboxylate based superpasticizer (SP) ,36.28509719222462,Standard Curing ,20.0,,,,,,40 x 40 x 160,GB/T 17671-1999,,,80,,,108.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F20S20,466.52267818574506,OPC 52.5,52.5,155.50755939524836,207.34341252699784,Class F,0.0,0.0,0.0,0.0,0.0,0.0,207.34341252699784,Steel Slag ,0.0,0.0,0.0,0.0,0.0,,1140.388768898488,Locally available sand,0.63,,,,,,,,,,,,,186.60907127429803, polycarboxylate based superpasticizer (SP) ,36.28509719222462,Standard Curing ,20.0,,,,,,40 x 40 x 160,GB/T 17671-1999,,,65,,,92.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F25S25,362.8509719222462,OPC 52.5,52.5,155.50755939524836,259.1792656587473,Class F,0.0,0.0,0.0,0.0,0.0,0.0,259.1792656587473,Steel Slag ,0.0,0.0,0.0,0.0,0.0,,1140.388768898488,Locally available sand,0.63,,,,,,,,,,,,,186.60907127429803, polycarboxylate based superpasticizer (SP) ,36.28509719222462,Standard Curing ,20.0,,,,,,40 x 40 x 160,GB/T 17671-1999,,,55,,,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF15,881.2095032397407,OPC 52.5,52.5,155.50755939524836,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1140.388768898488,Locally available sand,0.63,Steel Fiber ,156.0,13.0,0.2,2800.0,,,,,,,,186.60907127429803, polycarboxylate based superpasticizer (SP) ,36.28509719222462,Hot water  Curing ,90.0,,,,,,40 x 40 x 160,GB/T 17671-1999,,,,,,201.4,,,,,,,,,,,,40 x 40 x 160,GB/T 17671-1999,,,34.7,,,,,,,,,,,,,,,,,,,,,,
F12S18 ,570.194384449244,OPC 52.5,52.5,155.50755939524836,124.40604751619868,Class F,0.0,0.0,0.0,0.0,0.0,0.0,186.60907127429803,Steel Slag ,0.0,0.0,0.0,0.0,0.0,,1140.388768898488,Locally available sand,0.63,Steel Fiber ,156.0,13.0,0.2,2800.0,,,,,,,,186.60907127429803, polycarboxylate based superpasticizer (SP) ,36.28509719222462,Hot water  Curing ,90.0,,,,,,40 x 40 x 160,GB/T 17671-1999,,,,,,188.3,,,,,,,,,,,,40 x 40 x 160,GB/T 17671-1999,,,32.8,,,,,,,,,,,,,,,,,,,,,,
NC0,600.0,"Portland cement (PC)
52.5R",52.5,150.0,0.0,,180.0,0.0,0.0,0.0,0.0,750.0,0.0,,0.0,0.0,0.0,0.0,0.0,,500.0,Silica Sand ,0.181,PE ,20.0,18.0,0.024,2400.0,100.0,,,,,,,240.0,"high range
water reducer admixture (HRWRA)",15.0,Stnadrad curing ,,,,,,,50 x 50 x 50 ,ASTM C1856/C1856M-17.,,,,,,129.0,,,,,,,,10.2,,,8.3,40 x 40 x 160 ,ASTM C1856/C1856M-17.,,,22.0,,,,,,,5.0,,,,,,,,,,,,China  ,"Linkage of multi-scale performances of nano-CaCO3 modified ultra-high
performance engineered cementitious composites (UHP-ECC)

https://doi.org/10.1016/j.conbuildmat.2019.117418",2019.0,Ref-78-Research
NC1,600.0,"Portland cement (PC)
52.5R",52.5,150.0,0.0,,180.0,0.0,0.0,0.0,0.0,750.0,0.0,,6.0,0.0,0.0,0.0,0.0,,500.0,Silica Sand ,0.181,PE ,20.0,18.0,0.024,2400.0,100.0,,,,,,,240.0,"high range
water reducer admixture (HRWRA)",15.0,Stnadrad curing ,,,,,,,50 x 50 x 50 ,ASTM C1856/C1856M-17.,,,,,,132.0,,,,,,,,12.4,,,7.4,40 x 40 x 160 ,ASTM C1856/C1856M-17.,,,25.0,,,,,,,,,,,,,,,,,,,,,,
NC2,600.0,"Portland cement (PC)
52.5R",52.5,150.0,0.0,,180.0,0.0,0.0,0.0,0.0,750.0,0.0,,12.0,0.0,0.0,0.0,0.0,,500.0,Silica Sand ,0.181,PE ,20.0,18.0,0.024,2400.0,100.0,,,,,,,240.0,"high range
water reducer admixture (HRWRA)",15.0,Stnadrad curing ,,,,,,,50 x 50 x 50 ,ASTM C1856/C1856M-17.,,,,,,138.0,,,,,,,,12.7,,,8.2,40 x 40 x 160 ,ASTM C1856/C1856M-17.,,,25.0,,,,,,,,,,,,,,,,,,,,,,
NC3,600.0,"Portland cement (PC)
52.5R",52.5,150.0,0.0,,180.0,0.0,0.0,0.0,0.0,750.0,0.0,,18.0,0.0,0.0,0.0,0.0,,500.0,Silica Sand ,0.181,PE ,20.0,18.0,0.024,2400.0,100.0,,,,,,,240.0,"high range
water reducer admixture (HRWRA)",15.0,Stnadrad curing ,,,,,,,50 x 50 x 50 ,ASTM C1856/C1856M-17.,,,,,,139.0,,,,,,,,14.1,,,9.0,40 x 40 x 160 ,ASTM C1856/C1856M-17.,,,28.0,,,,,,,3.2,,,,,,,,,,,,,,,
NC4,600.0,"Portland cement (PC)
52.5R",52.5,150.0,0.0,,180.0,0.0,0.0,0.0,0.0,750.0,0.0,,24.0,0.0,0.0,0.0,0.0,,500.0,Silica Sand ,0.181,PE ,20.0,18.0,0.024,2400.0,100.0,,,,,,,240.0,"high range
water reducer admixture (HRWRA)",15.0,Stnadrad curing ,,,,,,,50 x 50 x 50 ,ASTM C1856/C1856M-17.,,,,,,132.0,,,,,,,,12.1,,,9.2,40 x 40 x 160 ,ASTM C1856/C1856M-17.,,,22.0,,,,,,,4.4,,,,,,,,,,,,,,,
UHP ECC,800.0,Ordinary Portland cement (OPC) 52.5R ,52.5,150.0,0.0,,0.0,0.0,0.0,0.0,0.0,450.0,0.0,,0.0,0.0,0.0,0.0,0.0,,800.0,Silica Sand,0.18,PE Fibers ,19.0,18.0,0.02,3000.0,100.0,,,,,,,230.0,High range water reducing Admixtures,25.0,Standard Curing ,,,,CECS (2009),,220.0,70.7 x 70.7 x 70.7 ,,,,,,,121.69,,,,44.26,JSCE (2008),,,17.42,8.2,,,100 x 100 x 500, (CECS 2009),,27.68,28.0,,,,,,,,,,,,,,,,,,,ChinA,"Development of ultra-high performance engineered cementitious
composites using polyethylene (PE) fibers

https://doi.org/10.1016/j.conbuildmat.2017.10.040",2017.0,Ref-80-Research
UHP ECC,800.0,Ordinary Portland cement (OPC) 52.5R ,52.5,150.0,0.0,,0.0,0.0,0.0,0.0,0.0,450.0,0.0,,0.0,0.0,0.0,0.0,0.0,,800.0,Silica Sand,0.18,PE Fibers ,19.0,18.0,0.02,3000.0,100.0,,,,,,,230.0,High range water reducing Admixtures,25.0,Standard Curing ,,,,CECS (2009),,220.0,100 x 100 x 100 ,,,,,,,112.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 UHP-ECC-REFERENCE,800.0,"ordinary Portland
cement (OPC) 52.5R",52.5,150.0,0.0,,0.0,0.0,0.0,0.0,0.0,750.0,0.0,,0.0,0.0,0.0,0.0,0.0,,500.0,Silica Sand,0.2,PE Fibre,19.4,18.0,0.024,2400.0,100.0,,,,,,,260.0,A polycarboxylate-based high range water reducer (HRWR),25.0,Standard Curing ,20.0,,,,,200.0,50 x 50 x 50 ,,,50,80,,,97.0,,,,, JSCE ,,,13.86,8.1,,,,,,,,,,,,,,,,,,2100.0,2300.0,,,,,,,China,"Micro-structural and mechanical properties of ultra-high performance
engineered cementitious composites (UHP-ECC) incorporation of recycled
fine powder (RFP)

https://doi.org/10.1016/j.cemconres.2019.105813",2019.0,Ref-81-Research
UHP-ECC-RFP-12.5%,700.0,"ordinary Portland
cement (OPC) 52.5R",52.5,150.0,0.0,,0.0,0.0,0.0,0.0,0.0,750.0,0.0,,0.0,0.0,0.0,0.0,85.0,Recycled Fine Powder ,500.0,Silica Sand,0.2,PE Fibre,19.4,18.0,0.024,2400.0,100.0,,,,,,,258.0,A polycarboxylate-based high range water reducer (HRWR),25.0,Standard Curing ,20.0,,,,,,50 x 50 x 50 ,,,58,90,,,98.0,,,,, JSCE ,,,14.19,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHP-ECC-RFP-25%,600.0,"ordinary Portland
cement (OPC) 52.5R",52.5,150.0,0.0,,0.0,0.0,0.0,0.0,0.0,750.0,0.0,,0.0,0.0,0.0,0.0,170.0,Recycled Fine Powder ,500.0,Silica Sand,0.2,PE Fibre,19.4,18.0,0.024,2400.0,100.0,,,,,,,256.0,A polycarboxylate-based high range water reducer (HRWR),25.0,Standard Curing ,20.0,,,,,175.0,50 x 50 x 50 ,,,60,92,,,102.54,,,,, JSCE ,,,15.86,8.0,,,,,,,,,,,,,,,,,,1700.0,1780.0,,,,,,,,,,
UHP-ECC-RFP-50%,400.0,"ordinary Portland
cement (OPC) 52.5R",52.5,150.0,0.0,,0.0,0.0,0.0,0.0,0.0,750.0,0.0,,0.0,0.0,0.0,0.0,340.0,Recycled Fine Powder ,500.0,Silica Sand,0.2,PE Fibre,19.4,18.0,0.024,2400.0,100.0,,,,,,,251.0,A polycarboxylate-based high range water reducer (HRWR),25.0,Standard Curing ,20.0,,,,,150.0,50 x 50 x 50 ,,,54,84,,,87.0,,,,, JSCE ,,,14.0,7.6,,,,,,,,,,,,,,,,,,950.0,1100.0,,,,,,,,,,
SQ,692.0,"ordinary 
Portland cement type 1(52.5 R)",52.5,166.1,0.0,,0.0,200.1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,899.6,Silica Sand,0.6,Steel Fiber ,194.0,60.0,0.15,,,,,,,,,190.5,polycarboxylate ether based superplasticizers,36.0,Standard Curing ,20.0,,,,,,40 x 40 x 40 ,,,,,,,148.0,,,,,,,,,,,,40 x 40 x 160 ,,,,33.0,,,,ASTM C-642,,,2.67, ASTM C-642 ,1.1,,459.0,,,,,,,,Portugal,"ENHANCED DURABILITY OF ULTRA HIGH PERFORMANCE 
CONCRETE BY INCORPORATING SUPPLEMENTARY 
CEMENTITIOUS MATERIALS

https://www.researchgate.net/publication/268803370_Enhanced_Durability_of_Ultra_High_Performance_Concrete_by_Incorporating_Supplementary_Cementitious_Materials",2012.0,Ref-82-Research
GQ,692.0,"ordinary 
Portland cement type 1(52.5 R)",52.5,0.0,0.0,,0.0,200.1,0.0,0.0,0.0,206.7,0.0,,0.0,0.0,0.0,0.0,0.0,,899.6,Silica Sand,0.6,Steel Fiber ,194.0,60.0,0.15,,,,,,,,,190.5,polycarboxylate ether based superplasticizers,36.0,Standard Curing ,20.0,,,,,,40 x 40 x 40 ,,,,,,,136.0,,,,,,,,,,,,40 x 40 x 160 ,,,,31.0,,,,ASTM C-642,,,3.58, ASTM C-642 ,1.42,,370.0,,,,,,,,,,,
GSQ,692.0,"ordinary 
Portland cement type 1(52.5 R)",52.5,99.7,0.0,,0.0,200.1,0.0,0.0,0.0,82.7,0.0,,0.0,0.0,0.0,0.0,0.0,,899.6,Silica Sand,0.6,Steel Fiber ,194.0,60.0,0.15,,,,,,,,,190.5,polycarboxylate ether based superplasticizers,36.0,Standard Curing ,20.0,,,,,,40 x 40 x 40 ,,,,,,,147.0,,,,,,,,,,,,40 x 40 x 160 ,,,,35.0,,,,ASTM C-642,,,4.15, ASTM C-642,1.72,,400.0,,,,,,,,,,,
FQ,692.0,"ordinary 
Portland cement type 1(52.5 R)",52.5,0.0,196.0,class C,0.0,200.1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,899.6,Silica Sand,0.6,Steel Fiber ,194.0,60.0,0.15,,,,,,,,,190.5,polycarboxylate ether based superplasticizers,36.0,Standard Curing ,20.0,,,,,,40 x 40 x 40 ,,,,,,,151.0,,,,,,,,,,,,40 x 40 x 160 ,,,,34.0,,,,ASTM C-642,,,2.5, ASTM C-642,0.96,,405.0,,,,,,,,,,,
FSQ,692.0,"ordinary 
Portland cement type 1(52.5 R)",52.5,99.7,78.4,class C,0.0,200.1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,899.6,Silica Sand,0.6,Steel Fiber ,194.0,60.0,0.15,,,,,,,,,190.5,polycarboxylate ether based superplasticizers,36.0,Standard Curing ,20.0,,,,,,40 x 40 x 40 ,,,,,,,134.0,,,,,,,,,,,,40 x 40 x 160 ,,,,33.0,,,,ASTM C-642,,,3.72, ASTM C-642,1.46,,435.0,,,,,,,,,,,
SQ,692.0,"ordinary 
Portland cement type 1(52.5 R)",52.5,166.1,0.0,,0.0,200.1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,899.6,Silica Sand,0.6,Steel Fiber ,194.0,60.0,0.15,,,,,,,,,190.5,polycarboxylate ether based superplasticizers,36.0,Steam  Curing ,90.0,,,,,,40 x 40 x 40 ,,,,,,,181.0,,,,,,,,,,,,40 x 40 x 160 ,,,,32.0,,,,ASTM C-642,,,2.01, ASTM C-642,0.75,,,,,,,,,,,,,
GQ,692.0,"ordinary 
Portland cement type 1(52.5 R)",52.5,0.0,0.0,,0.0,200.1,0.0,0.0,0.0,206.7,0.0,,0.0,0.0,0.0,0.0,0.0,,899.6,Silica Sand,0.6,Steel Fiber ,194.0,60.0,0.15,,,,,,,,,190.5,polycarboxylate ether based superplasticizers,36.0,Steam Curing ,90.0,,,,,,40 x 40 x 40 ,,,,,,,152.0,,,,,,,,,,,,40 x 40 x 160 ,,,,35.0,,,,ASTM C-642,,,2.15, ASTM C-642,0.76,,,,,,,,,,,,,
GSQ,692.0,"ordinary 
Portland cement type 1(52.5 R)",52.5,99.7,0.0,,0.0,200.1,0.0,0.0,0.0,82.7,0.0,,0.0,0.0,0.0,0.0,0.0,,899.6,Silica Sand,0.6,Steel Fiber ,194.0,60.0,0.15,,,,,,,,,190.5,polycarboxylate ether based superplasticizers,36.0,Steam  Curing ,90.0,,,,,,40 x 40 x 40 ,,,,,,,162.0,,,,,,,,,,,,40 x 40 x 160 ,,,,41.0,,,,ASTM C-642,,,2.3, ASTM C-642,0.82,,,,,,,,,,,,,
FQ,692.0,"ordinary 
Portland cement type 1(52.5 R)",52.5,0.0,196.0,class C,0.0,200.1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,899.6,Silica Sand,0.6,Steel Fiber ,194.0,60.0,0.15,,,,,,,,,190.5,polycarboxylate ether based superplasticizers,36.0,Steam Curing ,90.0,,,,,,40 x 40 x 40 ,,,,,,,173.0,,,,,,,,,,,,40 x 40 x 160 ,,,,40.0,,,,ASTM C-642,,,2.17, ASTM C-642,0.9,,,,,,,,,,,,,
FSQ,692.0,"ordinary 
Portland cement type 1(52.5 R)",52.5,99.7,78.4,class C,0.0,200.1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,899.6,Silica Sand,0.6,Steel Fiber ,194.0,60.0,0.15,,,,,,,,,190.5,polycarboxylate ether based superplasticizers,36.0,Steam  Curing ,90.0,,,,,,40 x 40 x 40 ,,,,,,,155.0,,,,,,,,,,,,40 x 40 x 160 ,,,,28.0,,,,ASTM C-642,,,2.5, ASTM C-642,1.2,,,,,,,,,,,,,
