Mix-ID,Mix Constitutents | Binder | Cement Amount (kg/m³),Mix Constitutents | Binder | Cement type,Mix Constitutents | Binder | Cement Grade (Mpa),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Silica Fume (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Flayash Amount (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Fly Ash Type,Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Limestone Powder (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Quartzpowder (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Glass powder (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Rice husk ash (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Metakaolin (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | GGBFS (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Slag Amount (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Type of Slag,Mix Constitutents | Nano Particles | Nano-CaCO3 (kg/m3),Mix Constitutents | Nano Particles | Nano-Al2O3 (kg/m3),Mix Constitutents | Nano Particles | Nano-TiO2 (kg/m3),Mix Constitutents | Nano Particles | Nano Silica (kg/m3),Mix Constitutents | Sustainable Filler | Filler (kg/m³),Mix Constitutents | Sustainable Filler | Type of Filler,Mix Constitutents | Sand | Amount (kg/m³),Mix Constitutents | Sand | Sand Type,Mix Constitutents | Sand | Max Size (mm),Mix Constitutents | Fiber | Type of Fiber,Mix Constitutents | Fiber | Amount / Quantity of Fiber,Mix Constitutents | Fiber | Length (mm),Mix Constitutents | Fiber | Diameter (mm),Mix Constitutents | Fiber | Tensile Strength (MPa),"Mix Constitutents | Fiber | Nominal Young’s modulus, Gpa",Mix Constitutents | Synergetic Fiber | Type of Fiber,Mix Constitutents | Synergetic Fiber | Amount / Quantity of Fiber,Mix Constitutents | Synergetic Fiber | Length (mm),Mix Constitutents | Synergetic Fiber | Diameter (mm),Mix Constitutents | Synergetic Fiber | Tensile Strength (MPa),"Mix Constitutents | Synergetic Fiber | Nominal Young’s modulus, Gpa",Mix Constitutents | Water | Amount (kg/m³),Mix Constitutents | Superplasticizer | Type of Superplasticizer,Mix Constitutents | Superplasticizer | Amount (kg/m³),Curing Regime | Curing,Curing Regime | Temperature (o C),Curing Regime | Humidity (%),Curing Regime | Pressure (MPa),Workability | Testing Standard,Workability | Slump (mm),Workability | Slump Flow (mm),Mechanical Properties | Compressive Strength (Mpa) | Specimen,Mechanical Properties | Compressive Strength (Mpa) | Testing Standard,Mechanical Properties | Compressive Strength (Mpa) | 1-day,Mechanical Properties | Compressive Strength (Mpa) | 3-Day,Mechanical Properties | Compressive Strength (Mpa) | 7-Day,Mechanical Properties | Compressive Strength (Mpa) | 14-Day,Mechanical Properties | Compressive Strength (Mpa) | 21 days,Mechanical Properties | Compressive Strength (Mpa) | 28-Day,Mechanical Properties | Compressive Strength (Mpa) | 56-Day,Mechanical Properties | Compressive Strength (Mpa) | 90-Day,Mechanical Properties | Elastic Modulus | Testing Standard,Mechanical Properties | Elastic Modulus | Elastic Modulus (Gpa),Mechanical Properties | Tensile Strength Parameters | Testing Standards,Mechanical Properties | Tensile Strength Parameters | Split Tensile Strength (Mpa),Mechanical Properties | Tensile Strength Parameters | first-cracking strength (MPa),Mechanical Properties | Tensile Strength Parameters | Direct Tensile Strength (Mpa),Mechanical Properties | Tensile Strength Parameters | Peak tensile strain (%),Mechanical Properties | Tensile Strength Parameters | Tensile Elastic Modulus (GPa),Mechanical Properties | Tensile Strength Parameters | Strain capacity (%),Mechanical Properties | Flexural Strength Parameters | Specimens,Mechanical Properties | Flexural Strength Parameters | Testing Standard,Mechanical Properties | Flexural Strength Parameters | LOP (Mpa),Mechanical Properties | Flexural Strength Parameters | MOR (MPa),Mechanical Properties | Flexural Strength Parameters | Peak Strength (MPa),Mechanical Properties | Flexural Strength Parameters | Residual Strength (f600) (MPa),Mechanical Properties | Flexural Strength Parameters | Residual Strength (f150) (MPa),Mechanical Properties | Flexural Strength Parameters | Toughness (J),Durability Properities | Air Content/Air Void/ Porosity | Testing Standards,Durability Properities | Air Content/Air Void/ Porosity | Air Content %,Durability Properities | Air Content/Air Void/ Porosity | Air Void %,Durability Properities | Air Content/Air Void/ Porosity | Porosity,Durability Properities | Water absorption | Testing Standards,Durability Properities | Water absorption | Water absorption (%),Durability Properities | Shrinkage (µϵ) | Testing Standards,Durability Properities | Shrinkage (µϵ) | 28-day Shrinkage (µstrain),Durability Properities | Shrinkage (µϵ) | 56-day Shrinkage (µstrain),Durability Properities | Freezing and Thawing | Testing Standards,Durability Properities | Freezing and Thawing | Cycles,Durability Properities | Rapid Chloride Permeability Test | Testing Standards,Durability Properities | Rapid Chloride Permeability Test | Total Charge Passed (Coulombs),Durability Properities | Surface Resistivity | Testing Standards,Durability Properities | Surface Resistivity | Surface Resistivity (kΩ-mm),Research Paper Details | Country of Origin,Research Paper Details | Reference details/Data sources,Research Paper Details | Year of Publish,Research Paper Details | Research paper reference in dataset
MS0.5-MPE1.5,788.5,Type 1 Portland cement,,197.1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,236.6,Silica Flour ,867.4,Silica sand,0.3,Straight Steel Fibers ,39.5,19.5,0.2,2428.0,200.0,polyethylene fibers,14.549999999999999,18,0.03,3030.0,88.0,160.3,polycarboxylate superplasticizer,52.6,steam curing,90.0,,,,,,50 x 50 x 50 ,ASTM C 109,,,,,,140.0,,,,,JSCE ,,,11.3,,,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS0.5-LPE1.5,788.5,Type 1 Portland cement,,197.1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,236.6,Silica Flour ,867.4,Silica sand,0.3,Straight Steel Fibers ,39.5,19.5,0.2,2428.0,200.0,polyethylene fibers,14.549999999999999,27,0.03,3030.0,88.0,160.3,polycarboxylate superplasticizer,52.6,steam curing,90.0,,,,,,50 x 50 x 50 ,ASTM C 109,,,,,,97.0212765957446,,,,,JSCE ,,,11.2,,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS0.5 -LLPE1.5,788.5,Type 1 Portland cement,,197.1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,236.6,Silica Flour ,867.4,Silica sand,0.3,Straight Steel Fibers ,39.5,19.5,0.2,2428.0,200.0,polyethylene fibers,14.549999999999999,36,0.03,3030.0,88.0,160.3,polycarboxylate superplasticizer,52.6,steam curing,90.0,,,,,,50 x 50 x 50 ,ASTM C 109,,,,,,139.15,,,,,JSCE ,,,9.6,,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1.5-SPE0.5,788.5,Type 1 Portland cement,,197.1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,236.6,Silica Flour ,867.4,Silica sand,0.3,Twisted steel fiber,118.5,30.0,0.3,2428.0,200.0,polyethylene fibers,4.85,12,0.03,3030.0,88.0,160.3,polycarboxylate superplasticizer,52.6,steam curing,90.0,,,,,,50 x 50 x 50 ,ASTM C 109,,,,,,180.081300813008,,,,,JSCE ,,,15.2,,,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1.5-MPE0.5,788.5,Type 1 Portland cement,,197.1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,236.6,Silica Flour ,867.4,Silica sand,0.3,Twisted steel fiber,118.5,30.0,0.3,2428.0,200.0,polyethylene fibers,4.85,18,0.03,3030.0,88.0,160.3,polycarboxylate superplasticizer,52.6,steam curing,90.0,,,,,,50 x 50 x 50 ,ASTM C 109,,,,,,204.471544715447,,,,,JSCE ,,,14.8,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1.5-LPE0.5,788.5,Type 1 Portland cement,,197.1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,236.6,Silica Flour ,867.4,Silica sand,0.3,Twisted steel fiber,118.5,30.0,0.3,2428.0,200.0,polyethylene fibers,4.85,27,0.03,3030.0,88.0,160.3,polycarboxylate superplasticizer,52.6,steam curing,90.0,,,,,,50 x 50 x 50 ,ASTM C 109,,,,,,193.495934959349,,,,,JSCE ,,,15.6,,,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1.5-LLPE0.5,788.5,Type 1 Portland cement,,197.1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,236.6,Silica Flour ,867.4,Silica sand,0.3,Twisted steel fiber,118.5,30.0,0.3,2428.0,200.0,polyethylene fibers,4.85,36,0.03,3030.0,88.0,160.3,polycarboxylate superplasticizer,52.6,steam curing,90.0,,,,,,50 x 50 x 50 ,ASTM C 109,,,,,,185.365853658536,,,,,JSCE ,,,14.0,,,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1.0-SPE1,788.5,Type 1 Portland cement,,197.1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,236.6,Silica Flour ,867.4,Silica sand,0.3,Twisted steel fiber,79.0,30.0,0.3,2428.0,200.0,polyethylene fibers,9.7,12,0.03,3030.0,88.0,160.3,polycarboxylate superplasticizer,52.6,steam curing,90.0,,,,,,50 x 50 x 50 ,ASTM C 109,,,,,,180.081300813008,,,,,JSCE ,,,14.3,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1.0-MPE1,788.5,Type 1 Portland cement,,197.1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,236.6,Silica Flour ,867.4,Silica sand,0.3,Twisted steel fiber,79.0,30.0,0.3,2428.0,200.0,polyethylene fibers,9.7,18,0.03,3030.0,88.0,160.3,polycarboxylate superplasticizer,52.6,steam curing,90.0,,,,,,50 x 50 x 50 ,ASTM C 109,,,,,,173.983739837398,,,,,JSCE ,,,13.3,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1.0-LPE1,788.5,Type 1 Portland cement,,197.1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,236.6,Silica Flour ,867.4,Silica sand,0.3,Twisted steel fiber,79.0,30.0,0.3,2428.0,200.0,polyethylene fibers,9.7,27,0.03,3030.0,88.0,160.3,polycarboxylate superplasticizer,52.6,steam curing,90.0,,,,,,50 x 50 x 50 ,ASTM C 109,,,,,,180.081300813008,,,,,JSCE ,,,11.6,,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1.0-LLPE1.0,788.5,Type 1 Portland cement,,197.1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,236.6,Silica Flour ,867.4,Silica sand,0.3,Twisted steel fiber,79.0,30.0,0.3,2428.0,200.0,polyethylene fibers,9.7,36,0.03,3030.0,88.0,160.3,polycarboxylate superplasticizer,52.6,steam curing,90.0,,,,,,50 x 50 x 50 ,ASTM C 109,,,,,,182.113821138211,,,,,JSCE ,,,10.5,,,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
T0.5-SPE1.5,788.5,Type 1 Portland cement,,197.1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,236.6,Silica Flour ,867.4,Silica sand,0.3,Twisted steel fiber,39.5,30.0,0.3,2428.0,200.0,polyethylene fibers,14.549999999999999,12,0.03,3030.0,88.0,160.3,polycarboxylate superplasticizer,52.6,steam curing,90.0,,,,,,50 x 50 x 50 ,ASTM C 109,,,,,,105.691056910569,,,,,JSCE ,,,12.2,,,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
T0.5-MPE1.5,788.5,Type 1 Portland cement,,197.1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,236.6,Silica Flour ,867.4,Silica sand,0.3,Twisted steel fiber,39.5,30.0,0.3,2428.0,200.0,polyethylene fibers,14.549999999999999,18,0.03,3030.0,88.0,160.3,polycarboxylate superplasticizer,52.6,steam curing,90.0,,,,,,50 x 50 x 50 ,ASTM C 109,,,,,,124.390243902439,,,,,JSCE ,,,11.5,,,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
T0.5-LPE1.5,788.5,Type 1 Portland cement,,197.1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,236.6,Silica Flour ,867.4,Silica sand,0.3,Twisted steel fiber,39.5,30.0,0.3,2428.0,200.0,polyethylene fibers,14.549999999999999,27,0.03,3030.0,88.0,160.3,polycarboxylate superplasticizer,52.6,steam curing,90.0,,,,,,50 x 50 x 50 ,ASTM C 109,,,,,,119.918699186991,,,,,JSCE ,,,9.8,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
T0.5-LPE1.5,788.5,Type 1 Portland cement,,197.1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,236.6,Silica Flour ,867.4,Silica sand,0.3,Twisted steel fiber,39.5,30.0,0.3,2428.0,200.0,polyethylene fibers,14.549999999999999,36,0.03,3030.0,88.0,160.3,polycarboxylate superplasticizer,52.6,steam curing,90.0,,,,,,50 x 50 x 50 ,ASTM C 109,,,,,,137.80487804878,,,,,JSCE ,,,10.2,,,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-C,718.0,CEM I-52.5 Portland cement,52.5,128.0,574.4, Class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,429.0,Silica sand,0.15,PE Fiber ,20.0,18.0,0.026,3000.0,120.0,,,,,,,290.0,polycarboxylate superplasticizer,25.0,Air Cured ,26.0,55.0,,,,,50.8 x50.8 50.8,ASTM C109 ,,,49,,,83.0,,,,,JSCE ,,6.36,9.73,,20.4,4.16,,,,,,,,,,,,14.97,,,,,,,,,,,,Singapore ,"Eco-friendly high strength, high ductility engineered cementitious 
composites (ECC) with substitution of fly ash by rice husk ash 

https://doi.org/10.1016/j.cemconres.2020.106200",2020.0,Ref-154-Research
M-25,718.0,CEM I-52.5 Portland cement,52.5,128.0,430.8, Class F,0.0,0.0,0.0,122.06,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,429.0,Silica sand,0.15,PE Fiber ,20.0,18.0,0.026,3000.0,120.0,,,,,,,290.0,polycarboxylate superplasticizer,25.0,Air Cured ,26.0,55.0,,,,,50.8 x50.8 50.8,ASTM C109 ,,,67,,,96.0,,,,,JSCE ,,7.58,10.43,,36.3,6.13,,,,,,,,,,,,15.29,,,,,,,,,,,,,,,
M-50,718.0,CEM I-52.5 Portland cement,52.5,128.0,287.2, Class F,0.0,0.0,0.0,236.94,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,429.0,Silica sand,0.15,PE Fiber ,20.0,18.0,0.026,3000.0,120.0,,,,,,,290.0,polycarboxylate superplasticizer,25.0,Air Cured ,26.0,55.0,,,,,50.8 x50.8 50.8,ASTM C109,,,63,,,108.0,,,,,JSCE ,,7.96,13.04,,38.8,3.84,,,,,,,,,,,,16.1,,,,,,,,,,,,,,,
M-100,718.0,CEM I-52.5 Portland cement,52.5,128.0,0.0, Class F,0.0,0.0,0.0,481.06,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,429.0,Silica sand,0.15,PE Fiber ,20.0,18.0,0.026,3000.0,120.0,,,,,,,290.0,polycarboxylate superplasticizer,31.0,Air Cured ,26.0,55.0,,,,,50.8 x50.8 50.8,ASTM C109,,,62,,,98.0,,,,,JSCE ,,6.55,12.23,,32.1,6.07,,,,,,,,,,,,16.95,,,,,,,,,,,,,,,
A0,580.0, OPC Type-1,,73.95,406.0, Class C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,464.0,Natural River sand,1.2,,,,,,,,,,,,,152.83,VC-2044,21.69,STANDARD Curing ,23.0,,,,,,CYLINDER 100 X 200,ASTM C39,50.15,,60.69,70.66,,87.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malaysia ,"Investigation of Fibers Reinforced Engineered
Cementitious Composites Properties Using
Quartz Powder

https://doi.org/10.3390/ma13112428",2020.0,Ref-155-Research
A1,580.0, OPC Type-1,,73.95,406.0, Class C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,464.0,Natural River sand,1.2,PVA ,6.5,18.0,0.2,1000.0,29.0,,,,,,,152.83,VC-2044,21.69,STANDARD Curing ,23.0,,,,,,CYLINDER 100 X 200,ASTM C39,52.48,,68.22,74.32,,91.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,580.0, OPC Type-1,,73.95,406.0, Class C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,464.0,Natural River sand,1.2,PVA ,13.0,18.0,0.2,1000.0,29.0,,,,,,,152.83,VC-2044,21.69,STANDARD Curing ,23.0,,,,,,CYLINDER 100 X 200,ASTM C39,57.96,,74.91,81.08,,98.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,580.0, OPC Type-1,,73.95,406.0, Class C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,464.0,Natural River sand,1.2,PVA ,19.5,18.0,0.2,1000.0,29.0,,,,,,,152.83,VC-2044,21.69,STANDARD Curing ,23.0,,,,,,CYLINDER 100 X 200,ASTM C39,62.08,,82.93,93.91,,102.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A4,580.0, OPC Type-1,,73.95,406.0, Class C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,464.0,Natural River sand,1.2,PVA ,26.0,18.0,0.2,1000.0,29.0,,,,,,,152.83,VC-2044,21.69,STANDARD Curing ,23.0,,,,,,CYLINDER 100 X 200,ASTM C39,61.41,,77.59,84.29,,100.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0,580.0, OPC Type-1,,73.95,406.0, Class C,0.0,24.65,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,464.0,Natural River sand,1.2,,,,,,,,,,,,,152.83,VC-2044,21.69,STANDARD Curing ,23.0,,,,,,CYLINDER 100 X 200,ASTM C39,52.66,,63.88,75.19,,92.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1 ,580.0, OPC Type-1,,73.95,406.0, Class C,0.0,24.65,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,464.0,Natural River sand,1.2,PVA ,6.5,18.0,0.2,1000.0,29.0,,,,,,,152.83,VC-2044,21.69,STANDARD Curing ,23.0,,,,,,CYLINDER 100 X 200,ASTM C39,56.33,,70.27,80.47,,99.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2,580.0, OPC Type-1,,73.95,406.0, Class C,0.0,24.65,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,464.0,Natural River sand,1.2,PVA ,13.0,18.0,0.2,1000.0,29.0,,,,,,,152.83,VC-2044,21.69,STANDARD Curing ,23.0,,,,,,CYLINDER 100 X 200,ASTM C39,61.07,,79.13,87.66,,104.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3,580.0, OPC Type-1,,73.95,406.0, Class C,0.0,24.65,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,464.0,Natural River sand,1.2,PVA ,19.5,18.0,0.2,1000.0,29.0,,,,,,,152.83,VC-2044,21.69,STANDARD Curing ,23.0,,,,,,CYLINDER 100 X 200,ASTM C39,66.71,,89.62,101.38,,110.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B4,580.0, OPC Type-1,,73.95,406.0, Class C,0.0,24.65,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,464.0,Natural River sand,1.2,PVA ,26.0,18.0,0.2,1000.0,29.0,,,,,,,152.83,VC-2044,21.69,STANDARD Curing ,23.0,,,,,,CYLINDER 100 X 200,ASTM C39,64.02,,83.14,90.58,,106.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C0,580.0, OPC Type-1,,73.95,406.0, Class C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,464.0,Natural River sand,1.2,,,,,,,,,,,,,152.83,VC-2044,21.69,STANDARD Curing ,23.0,,,,,,CYLINDER 100 X 200,ASTM C39,51.68,,62.14,71.69,,88.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1,580.0, OPC Type-1,,73.95,406.0, Class C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,464.0,Natural River sand,1.2,Steel: hooked-ends,39.3,20.0,0.2,2300.0,200.0,,,,,,,152.83,VC-2044,21.69,STANDARD Curing ,23.0,,,,,,CYLINDER 100 X 200,ASTM C39,61.81,,80.61,88.76,,109.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2 ,580.0, OPC Type-1,,73.95,406.0, Class C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,464.0,Natural River sand,1.2,Steel: hooked-ends,78.6,20.0,0.2,2300.0,200.0,,,,,,,152.83,VC-2044,21.69,STANDARD Curing ,23.0,,,,,,CYLINDER 100 X 200,ASTM C39,66.49,,87.57,92.65,,117.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3,580.0, OPC Type-1,,73.95,406.0, Class C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,464.0,Natural River sand,1.2,Steel: hooked-ends,117.9,20.0,0.2,2300.0,200.0,,,,,,,152.83,VC-2044,21.69,STANDARD Curing ,23.0,,,,,,CYLINDER 100 X 200,ASTM C39,73.95,,99.07,110.87,,123.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4,580.0, OPC Type-1,,73.95,406.0, Class C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,464.0,Natural River sand,1.2,Steel: hooked-ends,157.2,20.0,0.2,2300.0,200.0,,,,,,,152.83,VC-2044,21.69,STANDARD Curing ,23.0,,,,,,CYLINDER 100 X 200,ASTM C39,74.52,,99.78,112.42,,125.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DO,580.0, OPC Type-1,,73.95,406.0, Class C,0.0,24.65,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,464.0,Natural River sand,1.2,,,,,,,,,,,,,152.83,VC-2044,21.69,STANDARD Curing ,23.0,,,,,,CYLINDER 100 X 200,ASTM C39,53.26,,64.82,76.33,,94.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D1,580.0, OPC Type-1,,73.95,406.0, Class C,0.0,24.65,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,464.0,Natural River sand,1.2,Steel: hooked-ends,39.3,20.0,0.2,2300.0,200.0,,,,,,,152.83,VC-2044,21.69,STANDARD Curing ,23.0,,,,,,CYLINDER 100 X 200,ASTM C39,64.32,,85.53,94.97,,118.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D2,580.0, OPC Type-1,,73.95,406.0, Class C,0.0,24.65,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,464.0,Natural River sand,1.2,Steel: hooked-ends,78.6,20.0,0.2,2300.0,200.0,,,,,,,152.83,VC-2044,21.69,STANDARD Curing ,23.0,,,,,,CYLINDER 100 X 200,ASTM C39,72.08,,93.84,101.76,,127.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3,580.0, OPC Type-1,,73.95,406.0, Class C,0.0,24.65,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,464.0,Natural River sand,1.2,Steel: hooked-ends,117.9,20.0,0.2,2300.0,200.0,,,,,,,152.83,VC-2044,21.69,STANDARD Curing ,23.0,,,,,,CYLINDER 100 X 200,ASTM C39,79.69,,107.81,119.54,,132.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4,580.0, OPC Type-1,,73.95,406.0, Class C,0.0,24.65,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,464.0,Natural River sand,1.2,Steel: hooked-ends,157.2,20.0,0.2,2300.0,200.0,,,,,,,152.83,VC-2044,21.69,STANDARD Curing ,23.0,,,,,,CYLINDER 100 X 200,ASTM C39,78.97,,108.82,121.18,,137.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M₀,583.0,ordinary Portland cement (OPC),,0.0,700.0, Class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,467.0,Locally available sand,0.045,,,,,,,,,,,,,187.0,Polycarboxylate based Superplasticizer,4.5,STANDARD Curing ,20.0,,,,,,100 x 100 x 100,BS 1881-116,,,81,,,103.0,,,,,,5.73,,,,,,100 x 100 x 500 ,,,,5.45,,,,,,,,,,,,,,,,,,,Malaysia,"Mechanical Properties of Engineered Cementitious Composites Mixture

http://dx.doi.org/10.4028/www.scientific.net/AMM.567.428",2014.0,Ref-156-Research
M₁,583.0,ordinary Portland cement (OPC),,0.0,700.0, Class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,467.0,Locally available sand,0.045,PVA ,13.0,12.0,0.039,,,,,,,,,187.0,Polycarboxylate based Superplasticizer,4.5,STANDARD Curing ,20.0,,,,,,100 x 100 x 100,BS 1881-116,,,90,,,104.0,,,,,,6.33,,,,,,100 x 100 x 500 ,,,,5.65,,,,,,,,,,,,,,,,,,,,,,
M₂,583.0,ordinary Portland cement (OPC),,0.0,700.0, Class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,467.0,Locally available sand,0.045,PVA ,19.55,12.0,0.039,,,,,,,,,187.0,Polycarboxylate based Superplasticizer,4.5,STANDARD Curing ,20.0,,,,,,100 x 100 x 100,BS 1881-116,,,85,,,107.0,,,,,,6.45,,,,,,100 x 100 x 500 ,,,,6.86,,,,,,,,,,,,,,,,,,,,,,
M₃,583.0,ordinary Portland cement (OPC),,0.0,700.0, Class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,467.0,Locally available sand,0.045,PVA ,26.0,12.0,0.039,,,,,,,,,187.0,Polycarboxylate based Superplasticizer,9.5,STANDARD Curing ,20.0,,,,,,100 x 100 x 100,BS 1881-116,,,83,,,97.0,,,,,,6.32,,,,,,100 x 100 x 500 ,,,,8.45,,,,,,,,,,,,,,,,,,,,,,
