Mix Constitutents | Binder | Cement Amount (kg/m³),Mix Constitutents | Binder | Cement type,Mix Constitutents | Binder | Cement Grade (Mpa),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Silica Fume (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Flayash Amount (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Limestone Powder (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Quartzpowder (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Glass powder (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Rice husk ash (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Metakaolin (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | GGBFS (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Slag Amount (kg/m³),Mix Constitutents | Nano Particles | Nano-CaCO3 (kg/m3),Mix Constitutents | Nano Particles | Nano-Al2O3 (kg/m3),Mix Constitutents | Nano Particles | Nano-TiO2 (kg/m3),Mix Constitutents | Nano Particles | Nano Silica (kg/m3),Mix Constitutents | Sustainable Filler | Filler (kg/m³),Mix Constitutents | Sand | Amount (kg/m³),Mix Constitutents | Sand | Sand Type,Mix Constitutents | Sand | Max Size (mm),Mix Constitutents | Fiber | Type of Fiber,Mix Constitutents | Fiber | Amount / Quantity of Fiber,Mix Constitutents | Fiber | Length (mm),Mix Constitutents | Fiber | Diameter (mm),Mix Constitutents | Water | Amount (kg/m³),Mix Constitutents | Superplasticizer | Type of Superplasticizer,Mix Constitutents | Superplasticizer | Amount (kg/m³),Curing Regime | Curing,Curing Regime | Temperature (o C)
699.9,"Ordinary Portland Cement (OPC)
CEM I 52.5 R",52.5,43.7,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1098.4,Locally available sand,2.0,Steel Fiber,78.0,13.0,0.2,202.1,"polycarboxylic
ether based superplasticiser (BASF)",45.9,Standard Curing,21.0
788.5,Type 1 Portland cement,,197.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6,867.4,Silica sand,0.3,Straight Steel Fibers,39.5,19.5,0.2,160.3,polycarboxylate superplasticizer,52.6,steam curing,90.0
500.0,"Portland cement (PC)  with 28 days of compressive strength of
68.9 Mpa",,100.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,quartz sand,3.0,not_applicable,0.0,,,150.0,superplasticizer with the water reducing,17.0,Standard Curing,20.0
400.0,PO 52.5R,52.5,150.0,0.0,360.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,silica sand,0.181,PE fiber,19.4,18.0,0.024,230.0,polycarboxylate superplasticizer,12.0,Normal Curing,
923.0769230769228,"ordinary type I Portland cement (OPC, P.O 52.5)",52.5,184.61538461538456,92.30769230769228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.61538461538456,1015.3846153846152,Silica sand,2.0,not_applicable,0.0,,,243.6923076923076,"polycarboxylate-based
high-range water-reducing admixture (HRWRA)",16.61538461538461,Standard Curing,20.0
700.0,Chinese standard Graded 52.5 P.II type Portland cement,52.5,140.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,Natural River sand,2.5,Straight Steel Fibers,78.0,13.0,0.2,152.0,PCA-I polycarboxylic type HRWR,22.8,Standard Curing,21.7
417.5,Ordinary Portland Cement (OPC) CEM I 52.5 R,52.5,0.0,0.0,263.7,175.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,1273.4,Locally available sand,2.0,Steel Fiber,195.0,13.0,0.2,175.8,polycarboxylic ether based superplasticizer,43.9,Standard curing,20.0
701.5,ordinary Portland cement (grade 42.5),42.5,210.5,0.0,0.0,259.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820.8,Quartz Sand,0.15,Steel Fiber,156.0,13.0,0.2,164.2,"ploycarboxylate-based superplasticizer with water
reducing",17.5,Autoclave Curing,200.0
660.0,Type III Portland cement,,60.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,Missouri River sand + masonry sand + LIGHTWEIGHT,4.75,Straight Steel Fibers,156.0,13.0,0.2,276.0,"VMA (i.e.
RHEOMAC® VMA 362",12.0,Standard Curing,23.0
340.0,"Portland cement (PC 42,5)",42.5,260.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,873.0,Quartz + Basalt,4.0,not_applicable,0.0,,,170.0,superplasticizer of sulfonated naphthalene formaldehyde based,45.0,Autoclave curing,210.0
788.0,High sulfate-resistant cement (Type HS cement),,109.0,0.0,0.0,0.0,818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.0,quartz sand,0.6,Steel Fiber,158.0,13.0,0.2,155.0,PCE-based SP,56.2,Hot  Curing,90.0
783.47,CEM I 52.5 R HS-NA,52.5,166.07,0.0,0.0,195.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,956.44,Quartz sand,0.5,Straight Steel fiber,117.78,13.0,0.175,185.16,Superplasticizer Sika Viscorete 2810,23.74,Heat treated,90.0
850.5,Type I 52.5 R (C),52.5,177.6,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,Silica Sand,0.6,not_applicable,0.0,,,180.0,polycarboxylate ether-based superplasticizers (SPs),30.0,Standard curing,20.0
692.0,"ordinary 
Portland cement type 1(52.5 R)",52.5,99.7,0.0,0.0,200.1,0.0,0.0,0.0,82.7,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand,0.6,Steel Fiber,194.0,60.0,0.15,190.5,polycarboxylate ether based superplasticizers,36.0,Standard Curing,20.0
475.0,Portland cement (P.I. 42.5),42.5,264.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,1056.0,Natural River sand,2.36,Straight Steel Fiber,156.0,13.0,0.2,173.0,polycarboxylate-based superplasticizer (SP),21.1,Steam Curing,90.0
317.0,Portland cement (P.I. 42.5),42.5,264.0,475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1056.0,Natural River sand,2.36,Straight Steel Fiber,156.0,13.0,0.2,173.0,polycarboxylate-based superplasticizer (SP),21.1,Steam Curing,90.0
972.0,"P.I 52.5 Portland 
cement",52.5,271.5,0.0,0.0,87.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1049.76,Quartz sand,2.0,Steel fiber,19.5,13.0,0.2,223.83,CX-8 superplasticizer (SP) with water-reducing,24.3,Steam curing,90.0
524.0,High sulfate-resistant cement (Type HS cement),,208.0,0.0,0.0,224.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,898.0,quartz sand,0.6,Steel Fiber,158.0,13.0,0.2,191.0,PCE-based SP,40.8,Hot  Curing,90.0
810.0,High sulfate-resistant cement (Type HS cement),,225.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972.0,quartz sand,0.6,not_applicable,0.0,,,176.0,PCE-based SP,43.1,Hot  Curing,90.0
700.0,Portland cement,,200.0,0.0,0.0,0.0,600.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,,PE,19.4,18.0,0.025,300.0,unknown_type,10.8,Standard Curing,20.0
630.0,Type I cement,,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,994.0,Fine dune sand,1.18,Straight Steel Fibers,157.0,13.0,0.22,163.0,MasterGlenium51_x0003_,40.0,Standard Curing,25.0
878.7989747345296,unknown_type,,219.6997436836324,0.0,0.0,0.0,219.6997436836324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,905.1629439765654,Locally available sand,0.8,not_applicable,0.0,,,166.9718051995606,unknown_type,9.666788722079824,Standard Curing,20.0
1092.5,ordinary Portland cement (P.O 52.5),52.5,57.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0,Quartz sand,2.36,not_applicable,0.0,,,207.0,"polycarboxylate-based high range water-reducing 
agent (HRWR)",17.25,Standard Water Curing,25.0
810.0,High sulfate-resistant cement (Type HS cement),,225.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972.0,quartz sand,0.6,not_applicable,0.0,,,176.0,PCE-based SP,43.1,Standard Normal Curing,23.0
890.0,Type I/II ordinary portland cement,,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.0,Locally available sand,0.6,not_applicable,0.0,,,334.0,polycarboxylate based HRWRA,50.0,Standard Curing,
923.0769230769228,"ordinary type I Portland cement (OPC, P.O 52.5)",52.5,184.61538461538456,92.30769230769228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.61538461538456,1015.3846153846152,Silica sand,2.0,not_applicable,0.0,,,188.30769230769224,"polycarboxylate-based
high-range water-reducing admixture (HRWRA)",16.61538461538461,Standard Curing,20.0
436.0,High sulfate-resistant cement (Type HS cement),,202.0,0.0,0.0,218.0,727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,quartz sand,0.6,Steel Fiber,158.0,13.0,0.2,223.0,PCE-based SP,15.8,Standard Normal Curing,23.0
850.5,Type I 52.5 R ©,52.5,177.6,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,Silica Sand,0.6,not_applicable,0.0,,,180.0,polycarboxylate ether-based superplasticizers (SPs),30.0,Heat Curing,90.0
897.2,"P.I 
52.5 Portland cement",52.5,269.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1049.724,Quartz Sand,1.7,Straight Steel Fibers,234.0,13.0,0.3,161.496,superplasticizer (SP) CX-8,22.43,steam cured,90.0
700.0,Portland cement 52.5R (OPC),52.5,230.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,Silica sand,0.3,PE,19.4,18.0,0.025,230.0,polycarboxylate-based high-range water-reducing admixture (HRWRA) from Sika Co. Ltd,45.0,STANDARD Curing,23.0
400.0,PII 52.5 Portland cement,52.5,100.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060.0,Natural River sand,1.25,not_applicable,0.0,,,141.0,Polycarboxylic ether based SP,38.0,Standard Curing,20.0
788.5,Type 1 Portland cement,,197.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6,867.4,Silica sand,0.3,Twisted steel fiber,39.5,30.0,0.3,160.3,polycarboxylate superplasticizer,52.6,steam curing,90.0
498.0,"Portland cement (CEM I 42,5)",42.5,141.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,1119.0,Quartz Sand,3.0,Straight  Steel Fiber,234.0,6.0,0.15,151.0,polycarboxylate based superplasticizer (SP),35.0,Autoclave Curing,210.0
430.7,Ordinary Portland Cement (OPC) CEM I 52.5 R,52.5,0.0,0.0,263.7,175.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.0,1273.4,Locally available sand,2.0,Steel Fiber,195.0,13.0,0.2,175.8,polycarboxylic ether based superplasticizer,43.9,Standard curing,20.0
960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers,78.0,13.0,0.2,274.56,polycarboxylate-based superplasticizer (SP,12.48,Standard Curing,22.0
788.5,Type 1 Portland cement,,197.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6,867.4,Silica sand,0.3,Twisted steel fiber,118.5,30.0,0.3,160.3,polycarboxylate superplasticizer,52.6,steam curing,90.0
850.0,Portland Cement of 53 grade,53.0,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,425.0,0.0,0.0,0.0,0.0,0.0,425.0,quartz sand,0.6,Steel Fibre,157.0,10.0,0.12,170.0,"High range water reducing
admixture",45.0,Heat Curing,160.0
594.2,Ordinary Portland Cement (OPC) CEM I 52.5 R,52.5,0.0,0.0,265.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8,0.0,1282.3,Locally available sand,2.0,Straight Steel Fibers,117.0,13.0,0.2,176.9,polycarboxylic ether based superplasticizer,44.2,Standard Curing,21.0
900.0,ordinary Portland cement (OPC) I42.5,42.5,299.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1719.0,Natural River sand,0.6,not_applicable,0.0,,,180.0,Polycarboxilate-based superplasticizer (SP),14.4,Standard curing,20.0
756.0,Type I 52.5 R ©,52.5,155.4,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0000000000001,Silica Sand,0.6,not_applicable,0.0,,,200.0,polycarboxylate ether-based superplasticizers (SPs),30.0,Heat Curing,90.0
854.0,ordinary Portland cement (P.O 42.5R),42.5,213.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,Natural River sand,1.18,Steel Fibers,234.0,13.0,0.22,167.74,polycarboxylate-based SP with a water reduction,32.0,Standard curing,20.0
400.0,"Portland cement (PC)  with 28 days of compressive strength of
68.9 Mpa",,100.0,250.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,quartz sand,3.0,Steel fiber,468.0,13.0,0.175,150.0,superplasticizer with the water reducing,17.0,Standard Curing,20.0
647.0,P.I 42.5 Portland cement,42.5,216.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,923.0,Natural River sand,2.36,Straight Steel Fibers,156.0,13.0,0.2,177.0,polycarboxylate-based superplasticizer (SP),16.19,Standard curing,20.0
580.0,OPC Type-1,,73.95,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.0,Natural River sand,1.2,Steel: hooked-ends,157.2,20.0,0.2,152.83,VC-2044,21.69,STANDARD Curing,23.0
810.0,High sulfate-resistant cement (Type HS cement),,225.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972.0,Quartz Sand,0.6,not_applicable,0.0,,,191.0,polycarboxylate (PCE)-based HRWRA,9.0,Heat curing,90.0
850.0,Portland Cement of 53 grade,53.0,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,595.0,quartz sand,0.6,Steel Fibre,157.0,10.0,0.12,170.0,"High range water reducing
admixture",45.0,Steam Curing,70.0
800.0,Ordinary Portland cement (OPC)-type I,,100.0,0.0,0.0,200.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,Silica Sand,,not_applicable,0.0,,,200.0,Polycarboxylate ether type superplastisizer,9.6,Standard Curing,20.0
850.0,Portland Cement of 53 grade,53.0,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,765.0,0.0,0.0,0.0,0.0,0.0,85.0,quartz sand,0.6,Steel Fibre,157.0,10.0,0.12,170.0,"High range water reducing
admixture",45.0,Steam Curing,70.0
1062.0,Portland cement (CEM 1),,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1094.0,Silica Sand,,Straight Steel Fiber,156.0,13.0,0.2,177.0,polycarboxylate based,12.39,Steam Curing,90.0
923.0769230769228,"ordinary type I Portland cement (OPC, P.O 52.5)",52.5,184.61538461538456,92.30769230769228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.61538461538456,1015.3846153846152,Silica sand,2.0,not_applicable,0.0,,,177.2307692307692,"polycarboxylate-based
high-range water-reducing admixture (HRWRA)",16.61538461538461,Heat Curing,90.0
534.0,"Portland
cement (Type I)",,0.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,890.0,Natural River sand,4.75,not_applicable,0.0,,,178.0,"HRWR admixture
was carboxylate-based",30.2,Standard Curing,21.0
718.0,CEM I-52.5 Portland cement,52.5,128.0,430.8,0.0,0.0,0.0,122.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,Silica sand,0.15,PE Fiber,20.0,18.0,0.026,290.0,polycarboxylate superplasticizer,25.0,Air Cured,26.0
631.4,ordinary Portland cement (grade 42.5),42.5,210.5,0.0,0.0,259.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.1,820.8,Quartz Sand,0.15,Steel Fiber,156.0,13.0,0.2,164.2,"ploycarboxylate-based superplasticizer with water
reducing",17.5,Warm Water Curing,90.0
900.0,Type I Ordinary Portland Cement,,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,quartz sand,,Hooked steel fibers,157.0,25.0,0.2,163.0,polycarboxylic-based ether hyperplasticiser (Glenium 51®),40.0,Water Curing,23.0
913.5,Type I 52.5 R ©,52.5,177.6,0.0,0.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,Silica Sand,0.6,not_applicable,0.0,,,200.0,polycarboxylate ether-based superplasticizers (SPs),30.0,Standard curing,20.0
824.0,Portland cement CEM I 52.5 N,52.5,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.0,silica sand,0.3,Straight Steel Fibers,164.0,13.0,0.16,221.8,unknown_type,26.0,Steam Curing at 90 oC,90.0
960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers,156.0,13.0,0.2,224.64,polycarboxylate-based superplasticizer (SP,17.471999999999998,Standard Curing,22.0
675.0,CEM I,,144.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,990.0,Natural River sand,1.25,not_applicable,0.0,,,182.0,"high-reduce water-admixture
(PCE)",38.0,Standard curing,20.0
400.0,"Portland cement (PC)  with 28 days of compressive strength of
68.9 Mpa",,100.0,250.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,quartz sand,3.0,not_applicable,0.0,,,150.0,superplasticizer with the water reducing,17.0,Autoclave Curing,200.0
801.0,"Portland
cement (Type I)",,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,890.0,Natural River sand,4.75,not_applicable,0.0,,,178.0,"HRWR admixture
was carboxylate-based",30.2,Standard Curing,21.0
856.5,Ordinary Portland Cement (OPC) CEM I 42.5,42.5,214.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1177.5,quartz sand,0.8,Steel fibres,120.0,13.0,0.2,184.0,polycsarboxylic-acid-based superplasticizer (SP),19.7,Autoclave Curing,180.0
1044.0,portland cement (TypeI),,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212.0,Natural River Sand,2.36,not_applicable,0.0,,,261.0,HRWRA was carboxylate-based admixture,76.0,steam curing,90.0
923.0769230769228,"ordinary type I Portland cement (OPC, P.O 52.5)",52.5,184.61538461538456,92.30769230769228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.230769230769228,184.61538461538456,1015.3846153846152,Silica sand,2.0,not_applicable,0.0,,,199.38461538461544,"polycarboxylate-based
high-range water-reducing admixture (HRWRA)",16.61538461538461,Heat  Curing,90.0
788.5,Type 1 Portland cement,,197.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6,867.4,Silica Sand,0.5,Straight Steel Fibers,156.0,19.5,0.2,160.3,polycarboxylate superplasticizer,15.7696,Standard Curing,
823.0,High sulfate-resistant cement (Type HS cement),,0.0,0.0,0.0,247.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,987.0,Quartz sand,0.6,not_applicable,0.0,,,199.0,"polycarboxylate (PCE)-based high-range
water-reducing admixture (HRWRA)",13.0,steam hot curing,90.0
991.7355371900828,unknown_type,,247.93388429752068,0.0,0.0,0.0,247.93388429752068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,912.396694214876,Locally available sand,0.8,Straight Steel Fibers,156.0,13.0,0.2,198.34710743801656,unknown_type,10.710743801652894,Standard Curing,20.0
538.0,CEM I-52.5 Portland cement,52.5,128.0,574.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,Silica sand,0.15,PE Fiber,20.0,18.0,0.026,290.0,polycarboxylate superplasticizer,30.0,Air Cured,25.0
960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers,234.0,13.0,0.2,224.64,polycarboxylate-based superplasticizer (SP,22.464,Standard Curing,22.0
800.0,P.I 42.5 Portland cement,42.5,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1067.0,Natural River sand,2.36,Hooked End Steel Fiber,78.0,13.0,0.2,175.0,polycarboxylate-based superplasticizer,21.3,Standard Curing,20.0
750.0,52.5 cement,52.5,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.1,0.0,190.0,1030.0,Locally available sand,,Straight Steel Fiber,191.0,15.0,0.12,190.0,Superplasticizer,16.0,Standard Curing,
664.0,"Portland cement (CEM I 42,5)",42.5,195.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,Quartz Sand,3.0,Straight  Steel Fiber,234.0,6.0,0.15,151.0,polycarboxylate based superplasticizer (SP),38.0,Autoclave Curing,210.0
374.7,Ordinary Portland Cement (OPC) CEM I 42.5,42.5,214.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.8,1177.5,quartz sand,0.8,Steel fibres,120.0,13.0,0.2,184.0,polycsarboxylic-acid-based superplasticizer (SP),23.1,Autoclave Curing,180.0
657.0,Portland cement (CEM 1) with a strength class 52.5 N,52.5,119.4,0.0,0.0,0.0,0.0,0.0,0.0,429.8,0.0,0.0,0.0,0.0,0.0,0.0,1050.0,Ordinary Building Sand,,steel fibres,157.0,13.0,0.2,180.93,polycarboxylate-based,12.66,Standard Curing,20.0
830.0,"Portland cement (CEM I 42,5)",42.5,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.0,Quartz Sand,3.0,Straight  Steel Fiber,234.0,6.0,0.15,151.0,polycarboxylate based superplasticizer (SP),55.0,Autoclave Curing,210.0
788.5,Type 1 Portland cement,,197.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6,867.4,Silica sand,0.3,Twisted steel fiber,118.5,30.0,0.3,160.3,polycarboxylate superplasticizer,52.6,steam curing,90.0
800.0,Portland cement,,200.0,0.0,0.0,0.0,250.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,Silica Sand,0.6,PE,19.4,18.0,0.025,300.0,unknown_type,10.8,Standard Curing,20.0
960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers,156.0,13.0,0.2,274.56,polycarboxylate-based superplasticizer (SP,12.48,Standard Curing,22.0
819.0,Type I 52.5 R (C),52.5,199.8,0.0,0.0,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,Silica Sand,0.6,not_applicable,0.0,,,210.0,polycarboxylate ether-based superplasticizers (SPs),40.0,Heat Curing,90.0
883.9,"Ordinary Portland Cement
(52.5)",52.5,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1318.5,Locally available sand,2.0,Steel Fiber,195.0,13.0,0.2,164.4,polycarboxylic ether based superplasticizer,45.5,Standard curing,21.0
583.0,Type-1 ordinary Portland cement (OPC),,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.32,0.0,467.0,Natural River sand,,PVA,19.5,12.0,0.04,187.0,polycarboxylate-based high-range water reducer (HRWR),38.828712,STANDARD Curing,23.0
317.0,Portland cement (P.I. 42.5),42.5,264.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0,0.0,0.0,0.0,0.0,0.0,0.0,1056.0,Natural River sand,2.36,Straight Steel Fiber,156.0,13.0,0.2,173.0,polycarboxylate-based superplasticizer (SP),21.1,Standard Curing,20.0
756.0,Type I 52.5 R (C),52.5,199.8,0.0,0.0,308.00000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0000000000001,Silica Sand,0.6,not_applicable,0.0,,,200.0,polycarboxylate ether-based superplasticizers (SPs),30.0,Standard curing,20.0
600.0,"Portland cement (PC)
52.5R",52.5,150.0,0.0,180.0,0.0,0.0,0.0,0.0,750.0,0.0,6.0,0.0,0.0,0.0,0.0,500.0,Silica Sand,0.181,PE,20.0,18.0,0.024,240.0,"high range
water reducer admixture (HRWRA)",15.0,Stnadrad curing,
890.0,Type I/II ordinary portland cement,,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,Locally available sand,0.6,Straight Steel Fibers,119.0,13.0,0.2,180.0,polycarboxylate based HRWRA,59.0,Warm bath curing,90.0
500.0,"Ordinary Portland cement, with a strength class of 52.5",52.5,150.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,Natural River sand,0.3,not_applicable,0.0,,,180.0,polycarboxylate-based superplasticizer,9.8,Steam Curing,80.0
862.8,P⋅O 42.5 R Portland cement,42.5,215.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1078.5,Natural River sand,1.12,Straight Steel Fibers,156.0,19.0,0.16,169.5,unknown_type,32.4,STANDARD Curing,
