Mix Constitutents | Binder | Cement Amount (kg/m³),Mix Constitutents | Binder | Cement type,Mix Constitutents | Binder | Cement Grade (Mpa),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Silica Fume (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Flayash Amount (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Limestone Powder (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Quartzpowder (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Glass powder (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Rice husk ash (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Metakaolin (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | GGBFS (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Slag Amount (kg/m³),Mix Constitutents | Nano Particles | Nano-CaCO3 (kg/m3),Mix Constitutents | Nano Particles | Nano-Al2O3 (kg/m3),Mix Constitutents | Nano Particles | Nano-TiO2 (kg/m3),Mix Constitutents | Nano Particles | Nano Silica (kg/m3),Mix Constitutents | Sustainable Filler | Filler (kg/m³),Mix Constitutents | Sand | Amount (kg/m³),Mix Constitutents | Sand | Sand Type,Mix Constitutents | Sand | Max Size (mm),Mix Constitutents | Fiber | Type of Fiber,Mix Constitutents | Fiber | Amount / Quantity of Fiber,Mix Constitutents | Fiber | Length (mm),Mix Constitutents | Fiber | Diameter (mm),Mix Constitutents | Water | Amount (kg/m³),Mix Constitutents | Superplasticizer | Type of Superplasticizer,Mix Constitutents | Superplasticizer | Amount (kg/m³),Curing Regime | Curing,Curing Regime | Temperature (o C)
998.0,42.5 grade ordinary Portland cement,42.5,249.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1397.1999999999998,Quartz sand,,Steel fiber,156.0,,0.2,249.5,"high Range Water Reducer
(HRWR)",49.900000000000006,Standard Curing,
787.5,Type I 52.5 R ©,52.5,177.6,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,Silica Sand,0.6,Straight Steel Fibers,74.0,10.0,0.15,200.0,polycarboxylate ether-based superplasticizers (SPs),30.0,Standard curing,20.0
756.0,Type I 52.5 R ©,52.5,111.0,0.0,0.0,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0000000000001,Silica Sand,0.6,not_applicable,0.0,,,200.0,polycarboxylate ether-based superplasticizers (SPs),30.0,Heat Curing,90.0
700.0,Portland cement,,200.0,0.0,0.0,0.0,100.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,Silica Sand,0.6,PE,19.4,18.0,0.025,300.0,unknown_type,10.8,Standard Curing,20.0
823.0,High sulfate-resistant cement (Type HS cement),,0.0,0.0,0.0,247.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,987.0,Quartz sand,0.6,not_applicable,0.0,,,199.0,"polycarboxylate (PCE)-based high-range
water-reducing admixture (HRWRA)",13.0,Standard Curing,20.0
900.0,"Ordinary Portland cement
ASTM C150 type I",,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,972.0,Fine dune sand,0.6,Straight Steel Fibers,157.0,12.7,0.15,162.0,polycarboxylic-based ether hyperplasticiser,40.0,Standard Curing,22.0
1006.0,High sulfate-resistant cement (Type HS cement),,151.0,0.0,0.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.0,Quartz Sand,0.6,not_applicable,0.0,,,231.0,polycarboxylate (PCE)-based HRWRA,22.0,Heat curing,90.0
564.0,"Portland
cement (CEM I 42,5)",42.5,282.0,0.0,0.0,0.0,0.0,0.0,0.0,376.0,0.0,0.0,0.0,0.0,0.0,0.0,1137.0,Bauxite,3.0,Straight  Steel Fiber,234.0,6.0,0.15,125.0,polycarboxylate based superplasticizer (SP),55.0,Autoclave curing,210.0
580.0,OPC Type-1,,73.95,406.0,0.0,24.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.0,Natural River sand,1.2,Steel: hooked-ends,78.6,20.0,0.2,152.83,VC-2044,21.69,STANDARD Curing,23.0
606.4,"Ordinary Portland Cement
(OPC) CEM I 52.5 R",52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.7,0.0,0.0,0.0,0.0,25.3,0.0,1308.5,Locally available sand,2.0,not_applicable,0.0,,,163.2,polycarboxylic ether based superplasticiser,45.1,Standard Curing,21.0
1044.0,portland cement (TypeI),,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212.0,Natural River Sand,2.36,not_applicable,0.0,,,208.8,HRWRA was carboxylate-based admixture,88.5,steam curing,90.0
900.0,"Ordinary Portland cement
ASTM C150 type I",,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,Fine dune sand,0.6,Straight Steel Fibers,157.0,12.7,0.15,162.0,polycarboxylic-based ether hyperplasticiser,40.0,Standard Curing,22.0
960.0,CEMII/A-L42.5R,42.5,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Locally available sand,0.1,Straight Steel Fibers,192.0,13.0,0.18,248.0,acrylic-basedsuperplasticizers,24.0,Standard Curing,20.0
759.0,Ordinary Portland cement grade of 42.5 Mpa,42.5,227.0,0.0,0.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,888.0,Natural River sand,,Steel Fibers,156.0,13.0,0.2,178.0,polycarboxylate based superplasticizer with a water-reducing,19.0,Standard Curing,20.0
1034.4827586206895,OPC 52.5,52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1137.9310344827586,Locally available sand,0.63,not_applicable,0.0,,,186.2068965517241,polycarboxylate based superpasticizer (SP),41.37931034482759,Standard Curing,20.0
661.5,Type I 52.5 R ©,52.5,177.6,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975.0,Silica Sand,0.6,not_applicable,0.0,,,160.0,polycarboxylate ether-based superplasticizers (SPs),30.0,Standard curing,20.0
851.0638297872339,Portland type V,,212.76595744680847,0.0,0.0,0.0,212.76595744680847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1114.8936170212764,Silica Sand,1.0,Straight  Steel Fiber,117.0,19.0,0.2,187.23404255319144,Advacast 575 high range water reducer,12.765957446808509,Standard Curing,20.0
816.0000000000001,unknown_type,,144.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199.9999999999998,Locally available sand,,not_applicable,0.0,,,167.99999999999997,polycarboxylate based superplasticizers,,Autoclave curing,85.0
850.0,Portland Cement of 53 grade,53.0,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,595.0,quartz sand,0.6,Steel Fibre,157.0,10.0,0.12,170.0,"High range water reducing
admixture",45.0,Normal Curing,
900.0,Type I/II ordinary portland cement (OPC),,69.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1095.0,Locally available sand,4.75,Straight Steel Fibers,120.0,13.0,0.2,160.0,polycarboxylate-based HRWRA,44.5,Normal Curing,
850.0,Ordinary Portland Cement,,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,Silica sand,2.0,Straight Steel Fibers,29.50125,20.0,0.2,170.9,polycarboxylic ether based water reducing admixture,28.0,Heat curing,90.0
750.0,"Ordinary Portland
Cement (OPC, P.II 52.5)",52.5,144.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.0,Natural River sand,1.25,Short straight copper plating steel fibre,156.0,6.0,0.2,190.0,unknown_type,35.0,Standard Curing,20.0
960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers,156.0,13.0,0.2,249.6,polycarboxylate-based superplasticizer (SP,14.976,Standard Curing,22.0
823.0,High sulfate-resistant cement (Type HS cement),,0.0,0.0,0.0,247.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,987.0,Quartz sand,0.6,not_applicable,0.0,,,199.0,"polycarboxylate (PCE)-based high-range
water-reducing admixture (HRWRA)",13.0,steam hot curing,90.0
851.0638297872339,Type I/GGBS cement,,212.76595744680847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1336.170212765957,Silica Sand,1.0,Straight  Steel Fiber,117.0,19.0,0.2,187.23404255319144,Advacast 575 high range water reducer,12.765957446808509,Standard Curing,20.0
583.0,Type-1 ordinary Portland cement (OPC),,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.0,Natural River sand,,PVA,26.0,12.0,0.04,187.0,polycarboxylate-based high-range water reducer (HRWR),12.7017,STANDARD Curing,23.0
687.6,Type II Portland cement,,225.84,0.0,0.0,204.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,981.12,Locally available sand,1.18,Steel fiber,312.0,13.0,0.16,177.36,polycarboxylate-based ethers,29.52,standard curing,
890.0,Type I/II ordinary portland cement,,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939.0,Locally available sand,0.6,Straight Steel Fibers,119.0,13.0,0.2,214.0,polycarboxylate based HRWRA,50.0,Heat curing,90.0
1758.9,42.5 N ordinary Portland cement,42.5,0.0,0.0,0.0,0.0,0.0,0.0,161.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,,not_applicable,0.0,,,319.1,superplasticizer,57.6,Standard Curing,20.0
712.0,Type III Portland cement,,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1231.0,Quartz Sand,4.75,Straight Steel Fiber,195.0,13.0,0.2,164.0,polycarboxylate HRWR,6.5066999999999995,Standard Curing,23.0
874.9,"Ordinary Portland Cement (OPC)
CEM I 52.5 R",52.5,43.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1098.4,Locally available sand,2.0,Steel Fiber,117.0,13.0,0.2,202.1,"polycarboxylic
ether based superplasticiser (BASF)",45.9,Standard Curing,21.0
1092.0,Portland cement Type 1 cement,,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.0,Arkansas River sand,3.0,not_applicable,0.0,,,273.0,HRWRA,30.26,heat curing,90.0
759.0,Ordinary Portland cement grade of 42.5 Mpa,42.5,227.0,0.0,0.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,888.0,0.0,not_applicable,,Steel Fibers,156.0,13.0,0.2,178.0,polycarboxylate based superplasticizer with a water-reducing,19.0,Autoclave Curing,200.0
724.0,High sulfate-resistant cement (Type HS cement),,224.0,0.0,0.0,241.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,966.0,Quartz sand,0.6,not_applicable,0.0,,,195.0,polycarboxylate (PCE)-based high-range water-reducing admixture (HRWRA),13.0,Standard Curing,20.0
340.0,"Portland cement (PC 42,5)",42.5,260.0,0.0,0.0,0.0,0.0,0.0,0.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.0,Quartz + Basalt,4.0,not_applicable,0.0,,,170.0,superplasticizer of sulfonated naphthalene formaldehyde based,45.0,Autoclave curing,210.0
828.0,Portland cement CEM I 52.5 N,52.5,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.0,silica sand,0.3,not_applicable,0.0,,,224.6,unknown_type,26.4,Steam Curing at 90 oC,90.0
897.2,"P.I 
52.5 Portland cement",52.5,269.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1049.724,Quartz Sand,1.7,Straight Steel Fibers,195.0,20.0,0.2,161.496,superplasticizer (SP) CX-8,22.43,steam cured,90.0
857.1428571428571,"Portland cement, 42.5N",42.5,257.14285714285717,0.0,0.0,0.0,171.42857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.85714285714286,0.0,1285.7142857142858,Crushed limestone,,Straight Steel Fiber,78.0,13.0,0.55,222.8571428571429,"polycarboxylic ether based, high
range water reducing",66.85714285714285,Normal Curing,
625.0,Ordinary Portland Cement,,250.0,0.0,0.0,0.0,0.0,187.5,0.0,187.5,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,Silica Sand,0.3,Steel fibres,156.0,13.0,0.22,170.0,Superplasticiser-Sika,70.0,Steam Curing,70.0
890.0,Type I/II ordinary portland cement,,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1059.0,Locally available sand,0.6,not_applicable,0.0,,,180.0,polycarboxylate based HRWRA,59.0,Moist Curing,
583.0,Type-1 ordinary Portland cement (OPC),,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.66,0.0,467.0,Natural River sand,,PVA,19.5,12.0,0.04,187.0,polycarboxylate-based high-range water reducer (HRWR),22.378086,STANDARD Curing,23.0
963.855,White portland cement (CEM I 52.5 R),52.5,96.39,0.0,0.0,106.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1108.439,Quartz sand,0.9,Steel Fibres,67.47,10.0,0.16,176.386,commercial polycarboxylate-based superplasticizer,48.193,Standard curing,20.0
700.0,P.O 42.5 grade cement,42.5,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Locally available sand,,Steel Fibers,156.0,13.0,0.16,160.0,Polycarboxylate superplasticizer (PCE),15.0,Standard Curing,20.0
972.0,"P.I 52.5 Portland 
cement",52.5,271.5,0.0,0.0,87.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1049.76,Quartz sand,2.0,Steel fiber,156.0,20.0,0.2,223.83,CX-8 superplasticizer (SP) with water-reducing,24.3,Steam curing,90.0
666.4,ordinary Portland cement (grade 42.5),42.5,210.5,0.0,0.0,259.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.1,820.8,Quartz Sand,0.15,Steel Fiber,156.0,13.0,0.2,164.2,"ploycarboxylate-based superplasticizer with water
reducing",17.5,Warm Water Curing,90.0
748.0,High sulfate-resistant cement (Type HS cement),,208.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,897.0,quartz sand,0.6,Steel Fiber,158.0,13.0,0.2,224.0,PCE-based SP,25.5,Standard Normal Curing,23.0
850.0,Portland Cement of 53 grade,53.0,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,765.0,0.0,0.0,0.0,0.0,0.0,85.0,quartz sand,0.6,Steel Fibre,157.0,10.0,0.12,170.0,"High range water reducing
admixture",45.0,Normal Curing,
933.0,Portland Cement of 53 grade,53.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.0,quartz sand,0.6,not_applicable,0.0,,,168.0,"High range water reducing
admixture",37.6,Heat Curing,160.0
850.0,Ordinary Portland Cement,,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,Silica sand,2.0,Hooked End Steel Fiber,78.0,20.0,0.2,170.2,polycarboxylic ether based water reducing admixture,28.0,Heat curing,90.0
743.0,Portland cement (CEM 1),,118.0,0.0,0.0,0.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1021.0,Silica Sand,,Straight Steel Fiber,156.0,13.0,0.2,177.0,polycarboxylate based,12.39,Standard Curing,25.0
1000.0,Portland cement,52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,1250.0,Silica sand,0.3,Straight Steel Fibers,156.0,12.0,0.2,225.0,"high-performance polycarboxylate 
superplasticizer",24.8,Standard Curing,20.0
936.0,unknown_type,,144.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,Locally available sand,,not_applicable,0.0,,,240.0,polycarboxylate based superplasticizers,,Autoclave curing,85.0
923.0769230769228,"ordinary type I Portland cement (OPC, P.O 52.5)",52.5,184.61538461538456,92.30769230769228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.230769230769228,0.0,0.0,0.0,184.61538461538456,1015.3846153846152,Silica sand,2.0,not_applicable,0.0,,,188.30769230769224,"polycarboxylate-based
high-range water-reducing admixture (HRWRA)",16.61538461538461,Heat Curing,90.0
788.5,Type 1 Portland cement,,197.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6,867.4,Silica sand,0.3,Straight Steel Fibers,39.5,13.0,0.2,160.3,polycarboxylate superplasticizer,52.6,steam curing,90.0
466.52267818574506,OPC 52.5,52.5,155.50755939524836,414.6868250539957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.388768898488,Locally available sand,0.63,not_applicable,0.0,,,186.60907127429803,polycarboxylate based superpasticizer (SP),36.28509719222462,Standard Curing,20.0
900.0,portland cement,,180.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,Quartz sand,,Straight Steel Fibers,78.5,16.0,0.2,207.0,polycarboxylate based super-plasticizer,31.5,Standard Curing,20.0
593.0,Type III Portland cement,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,0.0,0.0,0.0,0.0,0.0,993.0,Missouri River sand + masonry sand,4.75,Steel Fiber,156.0,13.0,0.2,182.0,polycarboxylate HRWR,12.5,Heat curing,90.0
1062.0,Portland cement (CEM 1),,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,887.0,Silica Sand,,Straight Steel Fiber,156.0,13.0,0.2,177.0,polycarboxylate based,12.39,Steam Curing,90.0
998.0,42.5 grade ordinary Portland cement,42.5,149.7,89.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1756.48,Quartz sand,,Steel fiber,156.0,,0.2,249.5,"high Range Water Reducer
(HRWR)",49.900000000000006,Standard Curing,
548.0,Type III Portland cement,,42.0,0.0,0.0,0.0,0.0,0.0,0.0,535.0,0.0,0.0,0.0,0.0,0.0,0.0,998.0,Missouri River sand + masonry sand,4.75,Steel Fiber,156.0,13.0,0.2,167.0,polycarboxylate HRWR,16.0,Standard Curing,23.0
590.0,"Ordinary Portland Cement (OPC, P⋅O 52.5)",52.5,187.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,920.0,Natural River sand,0.6,not_applicable,0.0,,,204.0,PC-100 polycarboxylic ether superplasticizer (SP),41.8,Standard Curing,20.0
933.0,Portland Cement of 53 grade,53.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.0,quartz sand,0.6,not_applicable,0.0,,,168.0,"High range water reducing
admixture",37.6,Normal Curing,
673.8660907127429,OPC 52.5,52.5,155.50755939524836,103.67170626349892,0.0,0.0,0.0,0.0,0.0,0.0,103.67170626349892,0.0,0.0,0.0,0.0,0.0,1140.388768898488,Locally available sand,0.63,not_applicable,0.0,,,186.60907127429803,polycarboxylate based superpasticizer (SP),36.28509719222462,Standard Curing,20.0
850.0,cement with compressive strength of 42.5 Mpa,42.5,195.5,0.0,0.0,331.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,935.0,Natural River sand,0.6,Steel Fibres,148.75,13.0,0.1857142857142857,161.5,"polycarboxylate based high performance water
reduced admixture (HPWRA)",42.5,Standard curing,20.0
960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers,156.0,13.0,0.2,299.52,polycarboxylate-based superplasticizer (SP,9.984000000000002,Standard Curing,22.0
1000.0,ordinary Portland cement (OPC) I42.5,42.5,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.0,Natural River sand,0.6,not_applicable,0.0,,,200.0,Polycarboxilate-based superplasticizer (SP),16.5,Standard curing,20.0
1009.0,"Portland
cement (Type I)",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.0,Natural River sand,4.75,not_applicable,0.0,,,201.8,"HRWR admixture
was carboxylate-based",34.2,Standard Curing,21.0
612.4,"Ordinary Portland Cement (OPC)
CEM I 52.5 R",52.5,43.7,0.0,262.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1098.4,Locally available sand,2.0,Steel Fiber,78.0,13.0,0.2,202.1,"polycarboxylic
ether based superplasticiser (BASF)",45.9,Standard Curing,21.0
960.0,Portland cement type I 52.5R,52.5,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791.3,Quartz Sand,2.5,Micro glass Fiber,6.5,13.0,0.018,234.0,polycarboxylate-based SP,45.0,Standard Curing,22.0
500.0,"Ordinary Portland cement, with a strength class of 52.5",52.5,150.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,not_applicable,,Steel Fiber,156.0,13.0,0.2,200.0,polycarboxylate-based superplasticizer,9.8,Standard Curing,20.0
750.0,CEM II,,144.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,693.0,Natural River sand,1.25,not_applicable,0.0,,,210.0,polycarboxylic-ether based,45.0,Standard Curing,20.0
923.0769230769228,"ordinary type I Portland cement (OPC, P.O 52.5)",52.5,184.61538461538456,92.30769230769228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.61538461538456,1015.3846153846152,Silica sand,2.0,not_applicable,0.0,,,177.2307692307692,"polycarboxylate-based
high-range water-reducing admixture (HRWRA)",16.61538461538461,Heat  Curing,90.0
700.0,P.O 42.5 grade cement,42.5,100.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Locally available sand,,Steel Fibers,156.0,13.0,0.16,160.0,Polycarboxylate superplasticizer (PCE),15.0,Standard Curing,20.0
890.0,Type I/II ordinary portland cement,,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939.0,Locally available sand,0.6,Straight Steel Fibers,119.0,13.0,0.2,214.0,polycarboxylate based HRWRA,50.0,Warm bath curing,90.0
923.0769230769228,"ordinary type I Portland cement (OPC, P.O 52.5)",52.5,184.61538461538456,92.30769230769228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.230769230769228,184.61538461538456,1015.3846153846152,Silica sand,2.0,not_applicable,0.0,,,243.69230769230776,"polycarboxylate-based
high-range water-reducing admixture (HRWRA)",16.61538461538461,Heat  Curing,90.0
923.0769230769228,"ordinary type I Portland cement (OPC, P.O 52.5)",52.5,184.61538461538456,92.30769230769228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.230769230769228,184.61538461538456,1015.3846153846152,Silica sand,2.0,not_applicable,0.0,,,221.5384615384616,"polycarboxylate-based
high-range water-reducing admixture (HRWRA)",16.61538461538461,Standard Curing,20.0
982.7586206896552,OPC 52.5,52.5,51.72413793103448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1137.9310344827586,Locally available sand,0.63,not_applicable,0.0,,,186.2068965517241,polycarboxylate based superpasticizer (SP),41.37931034482759,Standard Curing,20.0
857.1428571428571,"Portland cement, 42.5N",42.5,257.14285714285717,0.0,0.0,0.0,85.71428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.8571428571429,0.0,1285.7142857142858,Crushed limestone,,Straight Steel Fiber,78.0,13.0,0.55,222.8571428571429,"polycarboxylic ether based, high
range water reducing",66.85714285714285,Normal Curing,
888.0,OPC (1),,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.8,976.8,Silica Sand,,Steel fiber,156.0,13.0,0.2,190.92,"superplasticizer
(polycarboxylate type",35.52,Standard Curing,20.0
833.0,Portland cement (US) Type I,,208.25,0.0,0.0,0.0,249.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1399.44,Locally available sand,0.6,Straight Steel Fibers,195.0,13.0,0.2,183.26,HRWR based on polycarboxylate ether,5.9976,Standard Curing,20.0
1234.4,portland cement (TypeI),,308.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639.0,Natural River Sand,2.36,Straight Steel Fibers,468.0,12.7,0.2,308.6,HRWRA was carboxylate-based admixture,89.7,steam curing,90.0
800.0,ordinary Portland cement (OPC) I42.5,42.5,140.79999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1720.0,Natural River sand,0.6,not_applicable,0.0,,,160.0,Polycarboxilate-based superplasticizer (SP),11.28,Standard curing,20.0
810.0,High sulfate-resistant cement (Type HS cement),,225.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972.0,Quartz Sand,0.6,not_applicable,0.0,,,181.0,polycarboxylate (PCE)-based HRWRA,22.0,Standard Curing,23.0
792.0,High sulfate-resistant cement (Type HS cement),,220.0,0.0,0.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,951.0,Quartz Sand,0.6,not_applicable,0.0,,,202.0,polycarboxylate (PCE)-based HRWRA,17.0,Heat curing,90.0
810.0,High sulfate-resistant cement (Type HS cement),,225.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972.0,Quartz sand,0.6,not_applicable,0.0,,,196.0,"polycarboxylate (PCE)-based high-range
water-reducing admixture (HRWRA)",13.0,steam hot curing,90.0
725.7019438444923,OPC 52.5,52.5,155.50755939524836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.50755939524836,0.0,0.0,0.0,0.0,0.0,1140.388768898488,Locally available sand,0.63,not_applicable,0.0,,,186.60907127429803,polycarboxylate based superpasticizer (SP),36.28509719222462,Standard Curing,20.0
