,cement,cement_type,cement_grade,silica_fume,fly_ash,fly_ash_type,limestone_powder,quartz_powder,glass_powder,rice_husk_ash,metakaolin,ggbfs,slag,slag_type,nano_caco3,nano_al2o3,nano_tio2,nano_sio2,filler,filler_type,sand,sand_type,sand_max_size,fiber1_type,fiber1_amount,fiber1_length,fiber1_diameter,fiber1_tensile_strength,fiber1_youngs_modulus,fiber2_type,fiber2_amount,fiber2_length,fiber2_diameter,fiber2_tensile_strength,fiber2_youngs_modulus,water,sp_type,sp_amount,curing_method,curing_temp,curing_humidity,curing_pressure,cs_28d,reference
27,1000.0,OPC_52.5,52.5,125.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,125.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,,,,,,,,,225.0,PCE_SP,24.8,Standard Curing,20.0,50.0,,152.0,Ref-3-Research
28,1000.0,OPC_52.5,52.5,75.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,175.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,,,,,,,,,225.0,PCE_SP,24.8,Standard Curing,20.0,50.0,,150.0,Ref-3-Research
29,1000.0,OPC_52.5,52.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,250.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,,,,,,,,,225.0,PCE_SP,24.8,Standard Curing,20.0,50.0,,147.0,Ref-3-Research
30,700.0,OPC_52.5,52.5,175.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,375.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,,,,,,,,,225.0,PCE_SP,24.8,Standard Curing,20.0,50.0,,166.0,Ref-3-Research
31,700.0,OPC_52.5,52.5,125.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,425.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,,,,,,,,,225.0,PCE_SP,24.8,Standard Curing,20.0,50.0,,150.0,Ref-3-Research
32,700.0,OPC_52.5,52.5,75.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,475.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,,,,,,,,,225.0,PCE_SP,24.8,Standard Curing,20.0,50.0,,147.0,Ref-3-Research
33,700.0,OPC_52.5,52.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,550.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,,,,,,,,,225.0,PCE_SP,24.8,Standard Curing,20.0,50.0,,137.0,Ref-3-Research
34,300.0,OPC_52.5,52.5,175.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,775.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,,,,,,,,,225.0,PCE_SP,24.8,Standard Curing,20.0,50.0,,130.0,Ref-3-Research
35,300.0,OPC_52.5,52.5,125.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,825.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,,,,,,,,,225.0,PCE_SP,24.8,Standard Curing,20.0,50.0,,120.5,Ref-3-Research
36,300.0,OPC_52.5,52.5,75.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,875.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,,,,,,,,,225.0,PCE_SP,24.8,Standard Curing,20.0,50.0,,108.0,Ref-3-Research
37,300.0,OPC_52.5,52.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,950.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,,,,,,,,,225.0,PCE_SP,24.8,Standard Curing,20.0,50.0,,103.0,Ref-3-Research
38,807.0,HS_cement,,225.0,0.0,,0.0,243.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,972.0,Quartz Sand,0.6,,,,,,,,,,,,,195.0,PCE_HRWRA,13.0,Standard Curing,20.0,100.0,,169.0,Ref-4-Research
39,724.0,HS_cement,,224.0,0.0,,0.0,241.0,81.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,966.0,Quartz Sand,0.6,,,,,,,,,,,,,195.0,PCE_HRWRA,13.0,Standard Curing,20.0,100.0,,168.0,Ref-4-Research
40,639.0,HS_cement,,222.0,0.0,,0.0,240.0,160.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,960.0,Quartz Sand,0.6,,,,,,,,,,,,,193.0,PCE_HRWRA,13.0,Standard Curing,20.0,100.0,,173.0,Ref-4-Research
41,556.0,HS_cement,,221.0,0.0,,0.0,238.0,238.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,953.0,Quartz Sand,0.6,,,,,,,,,,,,,192.0,PCE_HRWRA,13.0,Standard Curing,20.0,100.0,,165.0,Ref-4-Research
42,473.0,HS_cement,,219.0,0.0,,0.0,237.0,316.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,947.0,Quartz Sand,0.6,,,,,,,,,,,,,191.0,PCE_HRWRA,13.0,Standard Curing,20.0,100.0,,157.0,Ref-4-Research
43,392.0,HS_cement,,217.0,0.0,,0.0,235.0,392.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,941.0,Quartz Sand,0.6,,,,,,,,,,,,,190.0,PCE_HRWRA,13.0,Standard Curing,20.0,100.0,,150.0,Ref-4-Research
44,807.0,HS_cement,,224.0,0.0,,0.0,121.0,121.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,967.0,Quartz Sand,0.6,,,,,,,,,,,,,195.0,PCE_HRWRA,13.0,Standard Curing,20.0,100.0,,172.0,Ref-4-Research
45,807.0,HS_cement,,224.0,0.0,,0.0,0.0,242.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,967.0,Quartz Sand,0.6,,,,,,,,,,,,,195.0,PCE_HRWRA,13.0,Standard Curing,20.0,100.0,,168.0,Ref-4-Research
46,636.0,HS_cement,,221.0,0.0,,0.0,0.0,398.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,955.0,Quartz Sand,0.6,,,,,,,,,,,,,193.0,PCE_HRWRA,13.0,Standard Curing,20.0,100.0,,168.0,Ref-4-Research
47,623.0,HS_cement,,216.0,0.0,,0.0,0.0,390.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,935.0,Quartz Sand,0.6,Straight Steel Fiber,158.0,13.0,0.2,,,,,,,,,188.0,PCE_HRWRA,13.0,Standard Curing,20.0,100.0,,172.0,Ref-4-Research
48,807.0,HS_cement,,225.0,0.0,,0.0,243.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,972.0,Quartz Sand,0.6,,,,,,,,,,,,,195.0,PCE_HRWRA,13.0,Heat Curing,90.0,100.0,,205.0,Ref-4-Research
49,724.0,HS_cement,,224.0,0.0,,0.0,241.0,81.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,966.0,Quartz Sand,0.6,,,,,,,,,,,,,195.0,PCE_HRWRA,13.0,Heat Curing,90.0,100.0,,210.0,Ref-4-Research
50,639.0,HS_cement,,222.0,0.0,,0.0,240.0,160.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,960.0,Quartz Sand,0.6,,,,,,,,,,,,,193.0,PCE_HRWRA,13.0,Heat Curing,90.0,100.0,,212.0,Ref-4-Research
51,556.0,HS_cement,,221.0,0.0,,0.0,238.0,238.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,953.0,Quartz Sand,0.6,,,,,,,,,,,,,192.0,PCE_HRWRA,13.0,Heat Curing,90.0,100.0,,197.0,Ref-4-Research
52,473.0,HS_cement,,219.0,0.0,,0.0,237.0,316.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,947.0,Quartz Sand,0.6,,,,,,,,,,,,,191.0,PCE_HRWRA,13.0,Heat Curing,90.0,100.0,,195.0,Ref-4-Research
53,392.0,HS_cement,,217.0,0.0,,0.0,235.0,392.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,941.0,Quartz Sand,0.6,,,,,,,,,,,,,190.0,PCE_HRWRA,13.0,Heat Curing,90.0,100.0,,190.0,Ref-4-Research
54,807.0,HS_cement,,224.0,0.0,,0.0,121.0,121.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,967.0,Quartz Sand,0.6,,,,,,,,,,,,,195.0,PCE_HRWRA,13.0,Heat Curing,90.0,100.0,,222.0,Ref-4-Research
55,807.0,HS_cement,,224.0,0.0,,0.0,0.0,242.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,967.0,Quartz Sand,0.6,,,,,,,,,,,,,195.0,PCE_HRWRA,13.0,Heat Curing,90.0,100.0,,234.0,Ref-4-Research
56,636.0,HS_cement,,221.0,0.0,,0.0,0.0,398.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,955.0,Quartz Sand,0.6,,,,,,,,,,,,,193.0,PCE_HRWRA,13.0,Heat Curing,90.0,100.0,,212.0,Ref-4-Research
57,623.0,HS_cement,,216.0,0.0,,0.0,0.0,390.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,935.0,Quartz Sand,0.6,Straight Steel Fiber,158.0,13.0,0.2,,,,,,,,,188.0,PCE_HRWRA,13.0,Heat Curing,90.0,100.0,,220.0,Ref-4-Research
58,900.0,OPC_I,,220.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1005.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,2500.0,,,,,,,,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,,,161.0,Ref-5-Research
59,900.0,OPC_I,,132.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,88.0,Natural Pozzolana,1030.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,2500.0,,,,,,,,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,,,147.0,Ref-5-Research
60,900.0,OPC_I,,88.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,132.0,Natural Pozzolana,1042.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,2500.0,,,,,,,,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,,,154.0,Ref-5-Research
61,900.0,OPC_I,,44.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,176.0,Natural Pozzolana,1055.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,2500.0,,,,,,,,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,,,136.0,Ref-5-Research
62,900.0,OPC_I,,132.0,88.0,class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1030.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,2500.0,,,,,,,,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,,,150.0,Ref-5-Research
63,900.0,OPC_I,,88.0,132.0,class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1042.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,2500.0,,,,,,,,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,,,158.0,Ref-5-Research
64,900.0,OPC_I,,44.0,176.0,class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1055.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,2500.0,,,,,,,,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,,,143.0,Ref-5-Research
65,900.0,OPC_I,,209.0,0.0,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1000.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,2500.0,,,,,,,,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,,,159.0,Ref-5-Research
66,900.0,OPC_I,,198.0,0.0,,22.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,990.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,2500.0,,,,,,,,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,,,146.0,Ref-5-Research
67,900.0,OPC_I,,176.0,0.0,,44.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,985.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,2500.0,,,,,,,,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,,,152.0,Ref-5-Research
68,900.0,OPC_I,,209.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,11.0,Cement Kiln Dust,1008.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,2500.0,,,,,,,,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,,,144.0,Ref-5-Research
69,900.0,OPC_I,,198.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,22.0,Cement Kiln Dust,1000.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,2500.0,,,,,,,,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,,,142.0,Ref-5-Research
70,900.0,OPC_I,,176.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,44.0,Cement Kiln Dust,1015.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,2500.0,,,,,,,,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,,,152.0,Ref-5-Research
71,900.0,OPC_I,,209.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,11.0,Steel Slag,0.0,0.0,0.0,0.0,0.0,,1010.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,2500.0,,,,,,,,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,,,134.0,Ref-5-Research
72,900.0,OPC_I,,198.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,22.0,Steel Slag,0.0,0.0,0.0,0.0,0.0,,1000.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,2500.0,,,,,,,,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,,,140.0,Ref-5-Research
73,900.0,OPC_I,,176.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,44.0,Steel Slag,0.0,0.0,0.0,0.0,0.0,,1025.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,2500.0,,,,,,,,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,,,161.0,Ref-5-Research
74,900.0,OPC_I,,220.0,0.0,,47.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,931.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,2500.0,,,,,,,,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,,,125.0,Ref-5-Research
75,900.0,OPC_I,,220.0,0.0,,87.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,868.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,2500.0,,,,,,,,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,,,163.0,Ref-5-Research
76,900.0,OPC_I,,220.0,0.0,,153.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,764.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,2500.0,,,,,,,,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,,,132.0,Ref-5-Research
77,900.0,OPC_I,,220.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,48.0,Cement Kiln Dust,962.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,2500.0,,,,,,,,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,,,153.0,Ref-5-Research
78,900.0,OPC_I,,220.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,92.0,Cement Kiln Dust,922.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,2500.0,,,,,,,,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,,,135.0,Ref-5-Research
79,900.0,OPC_I,,220.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,170.0,Cement Kiln Dust,851.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,2500.0,,,,,,,,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,,,100.0,Ref-5-Research
80,900.0,OPC_I,,220.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.0,Steel Slag,0.0,0.0,0.0,0.0,0.0,,972.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,2500.0,,,,,,,,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,,,161.0,Ref-5-Research
81,900.0,OPC_I,,220.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,94.0,Steel Slag,0.0,0.0,0.0,0.0,0.0,,942.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,2500.0,,,,,,,,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,,,153.0,Ref-5-Research
82,900.0,OPC_I,,220.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,177.0,Steel Slag,0.0,0.0,0.0,0.0,0.0,,886.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,2500.0,,,,,,,,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,,,160.0,Ref-5-Research
